number,country,points,price,province,region_1,region_2,title,variety,winery
190,France,97,660.0,Bordeaux,Pauillac,,Château Latour 2011  Pauillac,Bordeaux-style Red Blend,Château Latour
191,Germany,97,,Pfalz,,,Müller-Catoir 2007 Breumel in den Mauren Trockenbeerenauslese Riesling (Pfalz),Riesling,Müller-Catoir
192,Spain,97,150.0,Northern Spain,Ribera del Duero,,Emilio Moro 2010 Malleolus de Valderramiro  (Ribera del Duero),Tinto Fino,Emilio Moro
193,US,97,140.0,Washington,Washington,Washington Other,Charles Smith 2010 Royal City Syrah (Washington),Syrah,Charles Smith
194,US,97,150.0,California,Napa Valley,Napa,Marita's Vineyard 2007 Select Private Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Marita's Vineyard
195,US,97,70.0,California,Russian River Valley,Sonoma,Lynmar 2014 La Sereinité Chardonnay (Russian River Valley),Chardonnay,Lynmar
196,US,97,85.0,California,Atlas Peak,Napa,Black Coyote 2007 Reserve Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Black Coyote
197,France,97,410.0,Burgundy,Bienvenues Bâtard-Montrachet,,Domaine Leflaive 2008  Bienvenues Bâtard-Montrachet,Chardonnay,Domaine Leflaive
198,Italy,97,215.0,Piedmont,Langhe,,Gaja 2006 Conteisa Nebbiolo (Langhe),Nebbiolo,Gaja
199,US,97,75.0,California,Alexander Valley,Sonoma,Stonestreet 2007 Black Cougar Ridge Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Stonestreet
200,Italy,97,82.0,Piedmont,Barolo,,Elvio Cogno 2013 Ravera  (Barolo),Nebbiolo,Elvio Cogno
201,US,97,59.0,California,Russian River Valley,Sonoma,Williams Selyem 2012 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
202,Italy,97,550.0,Tuscany,Toscana,,Masseto 2010 Merlot (Toscana),Merlot,Masseto
203,US,97,135.0,California,Napa Valley,Napa,Janzen 2009 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Janzen
204,US,97,50.0,California,Green Valley,Sonoma,Dutton-Goldfield 2010 Dutton Ranch Rued Vineyard Chardonnay (Green Valley),Chardonnay,Dutton-Goldfield
205,France,97,,Bordeaux,Pomerol,,Château Pétrus 2012 Barrel Sample  (Pomerol),Bordeaux-style Red Blend,Château Pétrus
206,US,97,60.0,California,Russian River Valley,Sonoma,Rochioli 2010 South River Vineyard Chardonnay (Russian River Valley),Chardonnay,Rochioli
207,US,97,115.0,Washington,Walla Walla Valley (WA),Columbia Valley,Horsepower 2012 Sur Echalas Vineyard Grenache (Walla Walla Valley (WA)),Grenache,Horsepower
208,Italy,97,130.0,Tuscany,Toscana,,Le Macchiole 2010 Paleo Rosso Cabernet Franc (Toscana),Cabernet Franc,Le Macchiole
209,Italy,97,240.0,Tuscany,Bolgheri Superiore,,Ornellaia 2010  Bolgheri Superiore,Red Blend,Ornellaia
210,Italy,97,227.0,Tuscany,Bolgheri Sassicaia,,Tenuta San Guido 2010 Sassicaia  (Bolgheri Sassicaia),Red Blend,Tenuta San Guido
211,France,97,249.0,Champagne,Champagne,,Louis Roederer 2009 Cristal Brut  (Champagne),Champagne Blend,Louis Roederer
212,US,97,100.0,California,Santa Cruz Mountains,Central Coast,Kathryn Kennedy 2012 Estate Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Kathryn Kennedy
213,Austria,97,95.0,Burgenland,,,Kracher 2013 Grande Cuvée Trockenbeerenauslese Nummer 6 Nouvelle Vague White (Burgenland),White Blend,Kracher
214,US,97,55.0,Washington,Columbia Valley (WA),Columbia Valley,Betz Family 2005 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
215,Italy,97,152.0,Tuscany,Brunello di Montalcino,,Il Paradiso di Manfredi 2006 Riserva  (Brunello di Montalcino),Sangiovese,Il Paradiso di Manfredi
216,US,97,85.0,California,Sonoma Coast,Sonoma,Cobb 2012 Diane Cobb Coastlands Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb
217,Italy,97,80.0,Tuscany,Brunello di Montalcino,,Casanova di Neri 2006 Tenuta Nuova  (Brunello di Montalcino),Sangiovese Grosso,Casanova di Neri
218,France,97,,Bordeaux,Pauillac,,Château Lafite Rothschild 2008  Pauillac,Bordeaux-style Red Blend,Château Lafite Rothschild
219,US,97,78.0,California,Russian River Valley,Sonoma,Williams Selyem 2007 Allen Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
220,US,97,190.0,California,Napa Valley,Napa,Gandona 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Gandona
221,Spain,97,88.0,Levante,Alicante,,Bodegas Gutiérrez de la Vega 1999 Casta Diva Fondillón Sweet Monastrell (Alicante),Monastrell,Bodegas Gutiérrez de la Vega
222,US,97,195.0,California,Napa Valley,Napa,Ovid 2009 Red (Napa Valley),Bordeaux-style Red Blend,Ovid
223,France,97,95.0,Burgundy,Corton-Pougets,,Louis Jadot 2005  Corton-Pougets,Pinot Noir,Louis Jadot
224,Germany,97,486.0,Rheingau,,,Schloss Johannisberger 2006 Trockenbeerenauslese Goldlack Riesling (Rheingau),Riesling,Schloss Johannisberger
225,Italy,97,150.0,Piedmont,Barolo,,Cavallotto 2010 Vignolo Riserva  (Barolo),Nebbiolo,Cavallotto
226,Australia,97,225.0,South Australia,Barossa,,Torbreck 2012 RunRig Shiraz-Viognier (Barossa),Shiraz-Viognier,Torbreck
227,Australia,97,100.0,Victoria,Rutherglen,,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
228,Germany,97,775.0,Rheingau,,,Robert Weil 2014 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil
229,Portugal,97,100.0,Douro,,,Quinta do Vale Meão 2013 Red (Douro),Portuguese Red,Quinta do Vale Meão
230,Spain,97,227.0,Northern Spain,Toro,,Teso La Monja 2012 Alabaster  (Toro),Tinta de Toro,Teso La Monja
231,Portugal,97,40.0,Port,,,Taylor Fladgate NV 325 Anniversary  (Port),Port,Taylor Fladgate
232,Italy,97,75.0,Piedmont,Barolo,,Germano Ettore 2013 Prapò  (Barolo),Nebbiolo,Germano Ettore
233,US,97,140.0,California,Napa Valley,Napa,Continuum 2007 Red (Napa Valley),Bordeaux-style Red Blend,Continuum
234,France,97,650.0,Burgundy,Montrachet,,Louis Latour 2015  Montrachet,Chardonnay,Louis Latour
235,Italy,97,96.0,Piedmont,Barolo,,Brovia 2013 Brea Vigna Cà Mia  (Barolo),Nebbiolo,Brovia
236,France,97,350.0,Champagne,Champagne,,Salon 1996 Le Mesnil Blanc de Blancs Chardonnay (Champagne),Chardonnay,Salon
237,US,97,125.0,California,Knights Valley,Sonoma,Kendall-Jackson 2006 Highland Estates Trace Ridge Red (Knights Valley),Bordeaux-style Red Blend,Kendall-Jackson
238,France,97,,Bordeaux,Pessac-Léognan,,Domaine de Chevalier 2007  Pessac-Léognan,Bordeaux-style White Blend,Domaine de Chevalier
239,US,97,70.0,California,Arroyo Grande Valley,Central Coast,Talley 2005 Rosemary's Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,Talley
240,US,97,65.0,Oregon,Willamette Valley,,Ken Wright 2012 Abbott Claim Vineyard Pinot Noir,Pinot Noir,Ken Wright
241,Spain,97,250.0,Northern Spain,Rioja,,Bodegas Roda 2009 Cirsion  (Rioja),Tempranillo,Bodegas Roda
242,US,97,225.0,California,Stags Leap District,Napa,Shafer 2007 Hillside Select Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Shafer
243,US,97,195.0,California,Napa Valley,Napa,Stag's Leap Wine Cellars 2008 Cask 23 Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stag's Leap Wine Cellars
244,Italy,97,190.0,Tuscany,Bolgheri Sassicaia,,Tenuta San Guido 2004 Sassicaia  (Bolgheri Sassicaia),Red Blend,Tenuta San Guido
245,Italy,97,100.0,Tuscany,Toscana,,Fattoria Petrolo 2004 Galatrona Merlot (Toscana),Merlot,Fattoria Petrolo
246,Germany,97,440.0,Mosel,,,S.A. Prüm 2006 Wehlener Sonnenuhr Trockenbeerenauslese Erste Lage Riesling (Mosel),Riesling,S.A. Prüm
247,US,97,65.0,California,Russian River Valley,Sonoma,Ramey 2012 Ritchie Vineyard Chardonnay (Russian River Valley),Chardonnay,Ramey
248,Austria,97,103.0,Burgenland,,,Kracher 2008 Zwischen den Seen Nummer 11 Trockenbeerenauslese Scheurebe (Burgenland),Scheurebe,Kracher
249,US,97,147.0,California,Green Valley,Sonoma,Iron Horse NV Joy! Sparkling (Green Valley),Sparkling Blend,Iron Horse
250,Italy,97,81.0,Tuscany,Toscana,,Castello Banfi 2007 Excelsus Red (Toscana),Red Blend,Castello Banfi
251,Italy,97,134.0,Tuscany,Toscana,,Fattoria Petrolo 2008 Galatrona Merlot (Toscana),Merlot,Fattoria Petrolo
252,US,97,100.0,California,Santa Maria Valley,Central Coast,Qupé 2006 Bien Nacido Vineyard 25th Anniversary X-Block The Good Nacido Syrah (Santa Maria Valley),Syrah,Qupé
253,Italy,97,100.0,Piedmont,Barolo,,Mascarello Giuseppe e Figlio 2010 Villero  (Barolo),Nebbiolo,Mascarello Giuseppe e Figlio
254,Argentina,97,120.0,Mendoza Province,Mendoza,,Bodega Catena Zapata 2006 Nicasia Vineyard Malbec (Mendoza),Malbec,Bodega Catena Zapata
255,France,97,886.0,Burgundy,Montrachet,,Olivier Leflaive 2014  Montrachet,Chardonnay,Olivier Leflaive
256,US,97,70.0,California,Napa Valley,Napa,Krutz 2006 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Krutz
257,France,97,,Bordeaux,Pauillac,,Château Lafite Rothschild 2008 Barrel sample  (Pauillac),Bordeaux-style Red Blend,Château Lafite Rothschild
258,France,97,100.0,Alsace,Alsace,,Trimbach 2014 Schlossberg Grand Cru Riesling (Alsace),Riesling,Trimbach
259,France,97,120.0,Alsace,Alsace,,Domaine Zind-Humbrecht 2015 Clos Saint Urbain Rangen de Thann Grand Cru Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
260,US,97,90.0,California,Sonoma Valley,Sonoma,Donelan 2008 Richards Family Vineyard Syrah (Sonoma Valley),Syrah,Donelan
261,France,97,69.0,Loire Valley,Vouvray,,Domaine Huët 2009 Clos du Bourg Première Trie Moelleux  (Vouvray),Chenin Blanc,Domaine Huët
262,France,97,69.0,Loire Valley,Vouvray,,Domaine Huët 2010 Le Mont Première Trie Moelleux  (Vouvray),Chenin Blanc,Domaine Huët
263,France,97,450.0,Champagne,Champagne,,Moët & Chandon NV MC III Brut  (Champagne),Champagne Blend,Moët & Chandon
264,France,97,,Bordeaux,Saint-Émilion,,Vieux Château Certan 2010  Saint-Émilion,Bordeaux-style Red Blend,Vieux Château Certan
265,France,97,110.0,Bordeaux,Saint-Estèphe,,Château Calon Ségur 2010  Saint-Estèphe,Bordeaux-style Red Blend,Château Calon Ségur
266,France,97,,Bordeaux,Pessac-Léognan,,Château La Mission Haut-Brion 2010  Pessac-Léognan,Bordeaux-style Red Blend,Château La Mission Haut-Brion
267,France,97,,Bordeaux,Margaux,,Château Palmer 2010  Margaux,Bordeaux-style Red Blend,Château Palmer
268,France,97,,Bordeaux,Pauillac,,Château Pontet-Canet 2011 Barrel Sample  (Pauillac),Bordeaux-style Red Blend,Château Pontet-Canet
269,Portugal,97,250.0,Douro,,,Casa Ferreirinha 2007 Reserva Especial Red (Douro),Portuguese Red,Casa Ferreirinha
270,France,97,66.0,Alsace,Alsace,,Domaine Ostertag 2015 Muenchberg Grand Cru Riesling (Alsace),Riesling,Domaine Ostertag
271,US,97,115.0,California,Fort Ross-Seaview,Sonoma,Wayfarer 2014 Golden Mean Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
272,US,97,50.0,California,Russian River Valley,Sonoma,Limerick Lane 2013 Rocky Knoll Zinfandel (Russian River Valley),Zinfandel,Limerick Lane
273,Italy,97,60.0,Sicily & Sardinia,Terre Siciliane,,Passopisciaro 2013 Contrada R Nerello Mascalese (Terre Siciliane),Nerello Mascalese,Passopisciaro
274,US,97,200.0,California,Napa Valley,Napa,Viader 2010 Red (Napa Valley),Bordeaux-style Red Blend,Viader
275,US,97,90.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse 2010 Armada Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Cayuse
276,France,97,285.0,Bordeaux,Saint-Émilion,,Château Angélus 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Angélus
277,US,97,65.0,California,St. Helena,Napa,Redmon 2006 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Redmon
278,US,97,100.0,California,Napa Valley,Napa,Hestan 2006 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hestan
279,US,97,50.0,California,Oak Knoll District,Napa,Trefethen 2005 Estate Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Trefethen
280,France,97,,Bordeaux,Pauillac,,Château Pontet-Canet 2012 Barrel Sample  (Pauillac),Bordeaux-style Red Blend,Château Pontet-Canet
281,US,97,85.0,California,Russian River Valley,Sonoma,Semper 2007 Gold Ridge Pinot Noir (Russian River Valley),Pinot Noir,Semper
282,Germany,97,250.0,Mosel-Saar-Ruwer,,,Dr. Pauly Bergweiler 2007 Bernkasteler Badstube Trockenbeerenauslese Riesling (Mosel-Saar-Ruwer),Riesling,Dr. Pauly Bergweiler
283,US,97,625.0,California,Napa Valley,Napa,Yao Ming 2009 Family Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Yao Ming
284,Portugal,97,95.0,Port,,,Niepoort 2005 Vintage  (Port),Port,Niepoort
285,US,97,68.0,Washington,Columbia Valley (WA),Columbia Valley,Betz Family 2010 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
286,Italy,97,325.0,Tuscany,Toscana,,Marchesi Antinori 2012 Solaia Red (Toscana),Red Blend,Marchesi Antinori
287,US,97,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse 2008 Cailloux Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Cayuse
288,US,97,165.0,California,Napa Valley,Napa,Merryvale 2008 Profile Red (Napa Valley),Bordeaux-style Red Blend,Merryvale
289,US,97,125.0,Washington,Walla Walla Valley (WA),Columbia Valley,Leonetti Cellar 2005 Reserve Red Wine Red (Walla Walla Valley (WA)),Red Blend,Leonetti Cellar
290,US,97,80.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse 2009 The Widowmaker Cabernet Sauvignon (Walla Walla Valley (OR)),Cabernet Sauvignon,Cayuse
291,France,97,450.0,Bordeaux,Pauillac,,Château Lafite Rothschild 2014  Pauillac,Bordeaux-style Red Blend,Château Lafite Rothschild
292,US,97,60.0,California,Sonoma Coast,Sonoma,Failla 2010 Occidental Ridge Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Failla
293,US,97,70.0,Washington,Wahluke Slope,Columbia Valley,K Vintners 2009 The Hidden Syrah (Wahluke Slope),Syrah,K Vintners
294,France,97,698.0,Bordeaux,Pessac-Léognan,,Château La Mission Haut-Brion 2014  Pessac-Léognan,Bordeaux-style White Blend,Château La Mission Haut-Brion
295,US,97,90.0,California,Russian River Valley,Sonoma,Arista 2014 Two Birds Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Arista
296,France,97,468.0,Burgundy,Chambertin Clos de Bèze,,Louis Jadot 2013  Chambertin Clos de Bèze,Pinot Noir,Louis Jadot
297,Italy,97,125.0,Tuscany,Brunello di Montalcino,,Altesino 2012 Montosoli  (Brunello di Montalcino),Sangiovese,Altesino
298,France,97,288.0,Burgundy,Chapelle-Chambertin,,Louis Jadot 2013  Chapelle-Chambertin,Pinot Noir,Louis Jadot
299,France,97,639.0,Burgundy,Grands-Echezeaux,,Joseph Drouhin 2012  Grands-Echezeaux,Pinot Noir,Joseph Drouhin
300,France,97,150.0,Bordeaux,Saint-Julien,,Château Léoville Las Cases 2014  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Las Cases
301,US,97,52.0,California,Russian River Valley,Sonoma,Joseph Swan Vineyards 2007 Trenton Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Joseph Swan Vineyards
302,US,97,85.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse 2009 Armada Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse
303,US,97,50.0,California,Russian River Valley,Sonoma,Williams Selyem 2010 Allen Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem
304,France,97,184.0,Burgundy,Corton-Charlemagne,,Louis Jadot 2014  Corton-Charlemagne,Chardonnay,Louis Jadot
305,US,97,35.0,California,El Dorado,Sierra Foothills,Donkey & Goat 2010 Fenaughty Vineyard Syrah (El Dorado),Syrah,Donkey & Goat
306,France,97,286.0,Burgundy,Clos de la Roche,,Louis Jadot 2014  Clos de la Roche,Pinot Noir,Louis Jadot
307,US,97,150.0,California,Oakville,Napa,Vine Cliff 2007 16 Rows Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Vine Cliff
308,Italy,97,460.0,Tuscany,Toscana,,Tenuta dell'Ornellaia 2006 Masseto Merlot (Toscana),Merlot,Tenuta dell'Ornellaia
309,US,97,58.0,California,Santa Lucia Highlands,Central Coast,Roar 2014 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Roar
310,France,97,2000.0,Bordeaux,Pomerol,,Château Pétrus 2011  Pomerol,Bordeaux-style Red Blend,Château Pétrus
311,US,97,54.0,California,Anderson Valley,,Arista 2005 Ferrington Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Arista
312,France,97,800.0,Bordeaux,Sauternes,,Château d'Yquem 2005  Sauternes,Bordeaux-style White Blend,Château d'Yquem
313,Portugal,97,116.0,Port,,,Fonseca 2011 Vintage  (Port),Port,Fonseca
314,Portugal,97,200.0,Port,,,W. & J. Graham's 2011 Stone Terraces Vintage  (Port),Port,W. & J. Graham's
315,Portugal,97,90.0,Port,,,Ferreira 2011 Vintage  (Port),Port,Ferreira
316,Portugal,97,116.0,Port,,,Taylor Fladgate 2011 Vintage  (Port),Port,Taylor Fladgate
317,US,97,125.0,California,Anderson Valley,,Williams Selyem 2010 30th Anniversary Cuvée Burt Williams' Morning Dew Ranch Pinot Noir (Anderson Valley),Pinot Noir,Williams Selyem
318,Portugal,97,95.0,Port,,,Cockburn's 2011 Vintage  (Port),Port,Cockburn's
319,US,97,70.0,California,Russian River Valley,Sonoma,Lynmar 2007 Hawk Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
320,France,97,,Bordeaux,Pauillac,,Château Mouton Rothschild 2012 Barrel Sample  (Pauillac),Bordeaux-style Red Blend,Château Mouton Rothschild
321,France,97,69.0,Burgundy,Chablis,,Domaine Jean-Paul et Benoît Droin 2013 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin
322,US,97,175.0,California,Oakville,Napa,Macauley 2013 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Macauley
323,Austria,97,125.0,Burgenland,,,Kracher 2010 Zwischen den Seen Nummer 10 Trockenbeerenauslese Scheurebe (Burgenland),Scheurebe,Kracher
324,US,97,70.0,California,Sonoma Coast,Sonoma,Flowers 2011 Moon Select Chardonnay (Sonoma Coast),Chardonnay,Flowers
325,France,97,50.0,Alsace,Alsace,,René Muré 2015 Clos Saint Landelin Vorbourg Grand Cru Riesling (Alsace),Riesling,René Muré
326,US,97,100.0,California,Carneros,Napa-Sonoma,Donum 2009 West Slope Estate Pinot Noir (Carneros),Pinot Noir,Donum
327,US,97,450.0,California,Sonoma County,Sonoma,Verité 2007 Le Desir Red (Sonoma County),Bordeaux-style Red Blend,Verité
328,US,97,450.0,California,Sonoma County,Sonoma,Verité 2008 Le Desir Red (Sonoma County),Bordeaux-style Red Blend,Verité
329,US,97,90.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse 2011 Widowmaker En Chamberlin Vineyard Cabernet Sauvignon (Walla Walla Valley (OR)),Cabernet Sauvignon,Cayuse
330,US,97,70.0,California,Sonoma Coast,Sonoma,Failla 2010 Hirsch Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Failla
331,France,97,95.0,Burgundy,Chablis,,Domaine Pinson 2012 Cuvée Authentique Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Pinson
332,US,97,150.0,California,Fort Ross-Seaview,Sonoma,Wayfarer 2012 The Traveler Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
333,Italy,97,325.0,Tuscany,Toscana,,Marchesi Antinori 2010 Solaia Red (Toscana),Red Blend,Marchesi Antinori
334,US,97,75.0,California,California,California Other,Sanguis 2009 Six White Horses Syrah (California),Syrah,Sanguis
335,France,97,,Bordeaux,Pauillac,,Château Pichon Longueville 2010  Pauillac,Bordeaux-style Red Blend,Château Pichon Longueville
336,Portugal,97,1000.0,Port,,,W. & J. Graham's NV 90-year Old Tawny  (Port),Port,W. & J. Graham's
337,France,97,95.0,Champagne,Champagne,,Taittinger 2008 Millésimé Brut  (Champagne),Champagne Blend,Taittinger
338,Austria,97,95.0,Burgenland,,,Kracher 2013 Trockenbeerenauslese Nummer 5 Zwischen den Seen Scheurebe (Burgenland),Scheurebe,Kracher
339,US,97,100.0,California,Russian River Valley,Sonoma,Lynmar 2013 Five Sisters Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
340,France,97,125.0,Rhône Valley,Hermitage,,J.L. Chave 1999  Hermitage,Rhône-style Red Blend,J.L. Chave
341,Italy,97,,Tuscany,Vin Santo del Chianti Classico,,Principe Corsini Fattoria Le Corti 1997 Sant'Andrea Corsini  (Vin Santo del Chianti Classico),White Blend,Principe Corsini Fattoria Le Corti
342,US,97,85.0,Washington,Columbia Valley (WA),Columbia Valley,Abeja 2007 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Abeja
343,Italy,97,90.0,Northeastern Italy,Colli Orientali del Friuli,,Livio Felluga 2007 Picolit Picolit (Colli Orientali del Friuli),Picolit,Livio Felluga
344,France,97,932.0,Bordeaux,Pessac-Léognan,,Château Haut-Brion 2013  Pessac-Léognan,Bordeaux-style White Blend,Château Haut-Brion
345,Italy,97,90.0,Southern Italy,Taurasi,,Guastaferro 2006 Primum Riserva  (Taurasi),Aglianico,Guastaferro
346,Portugal,97,90.0,Douro,,,Quinta do Vale Meão 2012 Red (Douro),Portuguese Red,Quinta do Vale Meão
347,Australia,97,95.0,South Australia,Barossa Valley,,Standish 2012 Andelmonde Shiraz (Barossa Valley),Shiraz,Standish
348,Austria,97,90.0,Burgenland,,,Kracher 2010 Nouvelle Vague Nummer 9 Trockenbeerenauslese Chardonnay (Burgenland),Chardonnay,Kracher
349,France,97,330.0,Bordeaux,Pessac-Léognan,,Château Haut-Brion 2014  Pessac-Léognan,Bordeaux-style Red Blend,Château Haut-Brion
350,US,97,175.0,California,North Coast,North Coast,Schramsberg 1999 J. Schram 50 Late Disgorged  (North Coast),Champagne Blend,Schramsberg
351,Italy,97,96.0,Piedmont,Barolo,,Brovia 2013 Rocche di Castiglione  (Barolo),Nebbiolo,Brovia
