number,country,points,price,province,region_1,region_2,title,variety,winery,taste,array
101,US,98,300.0,California,Sonoma County,Sonoma,Verité++La+Joie+Red+,Bordeaux-style Red Blend,Verité,red-savory-and-classic,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
102,Italy,98,300.0,Piedmont,Barolo,,Giuseppe+Rinaldi++Brunate++,Nebbiolo,Giuseppe Rinaldi,white-dry-and-nutty,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
103,Italy,98,151.0,Piedmont,Barolo,,Massolino++Vigna+Rionda+Riserva++,Nebbiolo,Massolino,white-green-and-flinty,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
104,Italy,98,70.0,Piedmont,Barolo,,Comm.+G.+B.+Burlotto++Monvigliero++,Nebbiolo,Comm. G. B. Burlotto,red-bold-and-structured,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
105,Italy,98,60.0,Piedmont,Barolo,,Brezza++Cannubi++,Nebbiolo,Brezza,red-light-and-perfumed,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
106,US,98,125.0,Washington,Columbia Valley (WA),Columbia Valley,Quilceda+Creek++Cabernet+Sauvignon+,Cabernet Sauvignon,Quilceda Creek,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
107,France,98,757.0,Burgundy,Montrachet,,Bouchard+Père+&+Fils+++Montrache,Chardonnay,Bouchard Père & Fils,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
108,US,98,250.0,California,Napa Valley,Napa,Joseph+Phelps++Insignia+th+Vintage+Estate+Grown+Red+,Bordeaux-style Red Blend,Joseph Phelps,white-buttery-and-complex,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
109,US,98,55.0,Washington,Columbia Valley (WA),Columbia Valley,Gramercy++Lagniappe+Syrah+,Syrah,Gramercy,red-light-and-perfumed,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
110,US,98,80.0,California,Fort Ross-Seaview,Sonoma,Wayfarer++Wayfarer+Vineyard+Chardonnay+,Chardonnay,Wayfarer,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
111,Italy,98,255.0,Piedmont,Langhe,,Gaja++Sperss+Nebbiolo+,Nebbiolo,Gaja,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
112,France,98,520.0,Champagne,Champagne,,Salon++Le+Mesnil+Blanc+de+Blancs+Brut+Chardonnay+,Chardonnay,Salon,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
113,ETC,98,230.0,Madeira,,,Blandy's++Bual+,Bual,Blandy's,white-green-and-flinty,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
114,US,98,150.0,California,Oakville,Napa,Goldschmidt++Plus+Game+Ranch+Single+Vineyard+Selection+Cabernet+Sauvignon+,Cabernet Sauvignon,Goldschmidt,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
115,US,98,75.0,California,Oakville,Napa,Vine+Cliff++Cabernet+Sauvignon+,Cabernet Sauvignon,Vine Cliff,white-dry-and-nutty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
116,France,98,0.0,Bordeaux,Barsac,,Château+Climens++Barrel+sample++,Bordeaux-style White Blend,Château Climens,red-savory-and-classic,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
117,France,98,380.0,Bordeaux,Margaux,,Château+Palmer+++Margau,Bordeaux-style Red Blend,Château Palmer,red-light-and-perfumed,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
118,Australia,98,86.0,Victoria,Rutherglen,,R.L.+Buller+&+Son+NV+Calliope+Rare+Tokay+,Tokay,R.L. Buller & Son,red-light-and-perfumed,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
119,France,98,0.0,Bordeaux,Pauillac,,Château+Mouton+Rothschild++Barrel+sample++,Bordeaux-style Red Blend,Château Mouton Rothschild,red-rich-and-intense,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
120,US,98,50.0,Washington,Columbia Valley (WA),Columbia Valley,Pirouette++Red+Wine+Red+,Bordeaux-style Red Blend,Pirouette,white-green-and-flinty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
121,US,98,100.0,California,Anderson Valley,,Goldeneye++Ten+Degrees+Pinot+Noir+,Pinot Noir,Goldeneye,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
122,US,98,60.0,California,Mount Veeder,Napa,Mt.+Brave++Merlot+,Merlot,Mt. Brave,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
123,France,98,1900.0,Bordeaux,Margaux,,Château+Margaux+++Margau,Bordeaux-style Red Blend,Château Margaux,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
124,Italy,98,102.0,Tuscany,Bolgheri Superiore,,Marchesi+Antinori++Guado+al+Tasso++,Red Blend,Marchesi Antinori,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
125,France,98,367.0,Burgundy,Bâtard-Montrachet,,Louis+Jadot+++Bâtard-Montrache,Chardonnay,Louis Jadot,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
126,US,98,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++En+Cerise+Vineyard+Syrah+,Syrah,Cayuse,white-dry-and-nutty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
127,France,98,800.0,Bordeaux,Pessac-Léognan,,Château+Haut-Brion+++Pessac-Léogna,Bordeaux-style White Blend,Château Haut-Brion,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
128,US,98,265.0,California,Stags Leap District,Napa,Shafer++Hillside+Select+Cabernet+Sauvignon+,Cabernet Sauvignon,Shafer,white-dry-and-nutty,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
129,France,97,0.0,Bordeaux,Barsac,,Château+Coutet++Barrel+sample++,Bordeaux-style White Blend,Château Coutet,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
130,France,97,0.0,Bordeaux,Pessac-Léognan,,Domaine+de+Chevalier+++Pessac-Léogna,Bordeaux-style White Blend,Domaine de Chevalier,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
131,US,97,150.0,California,Napa Valley,Napa,Harlan+Estate++The+Maiden+Red+,Bordeaux-style Red Blend,Harlan Estate,white-buttery-and-complex,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
132,France,97,574.0,Burgundy,Chevalier-Montrachet,,Domaine+Leflaive+++Chevalier-Montrache,Chardonnay,Domaine Leflaive,white-dry-and-nutty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
133,France,97,0.0,Bordeaux,Sauternes,,Château+Rieussec++Barrel+sample++,Bordeaux-style White Blend,Château Rieussec,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
134,France,97,451.0,Burgundy,Bâtard-Montrachet,,Domaine+Leflaive+++Bâtard-Montrache,Chardonnay,Domaine Leflaive,white-dry-and-nutty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
135,France,97,145.0,Bordeaux,Saint-Estèphe,,Château+Cos+d'Estournel+++Saint-Estèph,Bordeaux-style Red Blend,Château Cos d'Estournel,white-dry-and-nutty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
136,France,97,0.0,Bordeaux,Saint-Julien,,Château+Léoville+Barton++Barrel+sample++,Bordeaux-style Red Blend,Château Léoville Barton,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
137,France,97,90.0,Bordeaux,Saint-Émilion,,Château+Figeac+++Saint-Émilio,Bordeaux-style Red Blend,Château Figeac,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
138,France,97,95.0,Bordeaux,Pessac-Léognan,,Château+Smith+Haut+Lafitte+++Pessac-Léogn,Bordeaux-style White Blend,Château Smith Haut Lafitte,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
139,France,97,0.0,Bordeaux,Sauternes,,Château+la+Tour+Blanche++Barrel+sample++,Bordeaux-style White Blend,Château la Tour Blanche,red-rich-and-intense,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
140,Italy,97,170.0,Tuscany,Vin Santo di Montepulciano,,Avignonesi++ml++,White Blend,Avignonesi,red-savory-and-classic,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
141,France,97,0.0,Bordeaux,Saint-Émilion,,Château+Cheval+Blanc++Barrel+sample++,Bordeaux-style Red Blend,Château Cheval Blanc,white-dry-and-nutty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
142,France,97,530.0,Bordeaux,Saint-Émilion,,Château+Ausone+++Saint-Émilio,Bordeaux-style Red Blend,Château Ausone,red-savory-and-classic,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
143,US,97,90.0,California,Napa Valley,Napa,Napa+Angel++by+Montes+Aurelio's+Selection+Cabernet+Sauvignon+,Cabernet Sauvignon,Napa Angel,red-rich-and-intense,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
144,France,97,210.0,Bordeaux,Margaux,,Château+Palmer+++Margau,Bordeaux-style Red Blend,Château Palmer,red-rich-and-intense,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
145,US,97,125.0,California,Russian River Valley,Sonoma,Williams+Selyem++th+Anniversary+Cuvée+Estate+Vineyard+Pinot+Noir+,Pinot Noir,Williams Selyem,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
146,Italy,97,140.0,Tuscany,Brunello di Montalcino,,Ciacci+Piccolomini+d'Aragona++Vigna+di+Pianrosso+Santa+Caterina+d'Oro+Riserva++,Sangiovese,Ciacci Piccolomini d'Aragona,,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
147,US,97,54.0,California,Russian River Valley,Sonoma,Merry+Edwards++Meredith+Estate+Pinot+Noir+,Pinot Noir,Merry Edwards,red-light-and-perfumed,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
148,US,97,179.0,California,Green Valley,Sonoma,Iron+Horse++Joy!+Blanc+de+Blancs+Sparkling+,Sparkling Blend,Iron Horse,,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
149,US,97,250.0,California,Oakville,Napa,Alpha+Omega++Beckstoffer+To+Kalon+Cabernet+Sauvignon+,Cabernet Sauvignon,Alpha Omega,red-rich-and-intense,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
150,US,97,250.0,California,Rutherford,Napa,Alpha+Omega++Beckstoffer+Georges+III+Cabernet+Sauvignon+,Cabernet Sauvignon,Alpha Omega,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
151,Italy,97,75.0,Piedmont,Barolo,,Grimaldi+Bruna++Badarina++,Nebbiolo,Grimaldi Bruna,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
152,Italy,97,375.0,Piedmont,Barolo,,Giuseppe+Rinaldi++Tre+Tine++,Nebbiolo,Giuseppe Rinaldi,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
153,Italy,97,97.0,Piedmont,Barolo,,Massolino++Parafada++,Nebbiolo,Massolino,white-dry-and-nutty,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
154,Italy,97,55.0,Piedmont,Barolo,,Giacomo+Fenocchio++Bussia++,Nebbiolo,Giacomo Fenocchio,white-green-and-flinty,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
155,France,97,0.0,Bordeaux,Saint-Julien,,Château+Léoville+Las+Cases++Barrel+sample++,Bordeaux-style Red Blend,Château Léoville Las Cases,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
156,Italy,97,450.0,Tuscany,Brunello di Montalcino,,Poggio+di+Sotto++Riserva++,Sangiovese,Poggio di Sotto,white-green-and-flinty,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
157,Italy,97,290.0,Tuscany,Brunello di Montalcino,,Poggio+di+Sotto+++Brunello+di+Montalcin,Sangiovese,Poggio di Sotto,,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
158,Italy,97,170.0,Piedmont,Barolo,,Sandrone++Aleste++,Nebbiolo,Sandrone,red-rich-and-intense,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
159,Italy,97,100.0,Tuscany,Brunello di Montalcino,,Gianni+Brunelli++Riserva++,Sangiovese,Gianni Brunelli,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
160,Italy,97,58.0,Piedmont,Barbaresco,,Produttori+del+Barbaresco++Rabajà+Riserva++,Nebbiolo,Produttori del Barbaresco,white-buttery-and-complex,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
161,Italy,97,82.0,Piedmont,Barolo,,Elvio+Cogno++Ravera+,Nebbiolo,Elvio Cogno,white-dry-and-nutty,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
162,France,97,130.0,Bordeaux,Pomerol,,Vieux+Château+Certan+++Pomero,Bordeaux-style Red Blend,Vieux Château Certan,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
163,France,97,135.0,Bordeaux,Saint-Estèphe,,Château+Montrose+++Saint-Estèph,Bordeaux-style Red Blend,Château Montrose,red-savory-and-classic,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
164,France,97,450.0,Bordeaux,Margaux,,Château+Margaux+++Margau,Bordeaux-style Red Blend,Château Margaux,white-dry-and-nutty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
165,US,97,79.0,California,Russian River Valley,Sonoma,Williams+Selyem++Rochioli+Riverblock+Vineyard+Pinot+Noir+,Pinot Noir,Williams Selyem,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
166,US,97,110.0,California,Napa Valley,Napa,Signorello++Padrone+Proprietary+Red+Wine+Red+,Bordeaux-style Red Blend,Signorello,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
167,Italy,97,70.0,Tuscany,Brunello di Montalcino,,Le+Potazzine+++Brunello+di+Montalcin,Sangiovese,Le Potazzine,white-buttery-and-complex,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
168,Italy,97,200.0,Tuscany,Bolgheri Superiore,,Tenuta+dell'Ornellaia++Ornellaia++,Red Blend,Tenuta dell'Ornellaia,red-light-and-perfumed,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
169,Spain,97,180.0,Northern Spain,Ribera del Duero,,Emilio+Moro++Malleolus+de+Valderramiro++,Tinto Fino,Emilio Moro,red-rich-and-intense,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
170,US,97,150.0,California,Napa Valley,Napa,JCB++No.++Cabernet+Sauvignon+,Cabernet Sauvignon,JCB,,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
171,US,97,130.0,California,Napa Valley,Napa,Caymus++Special+Selection+Cabernet+Sauvignon+,Cabernet Sauvignon,Caymus,white-green-and-flinty,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
172,France,97,550.0,Burgundy,Chevalier-Montrachet,,Domaine+Leflaive+++Chevalier-Montrache,Chardonnay,Domaine Leflaive,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
173,France,97,430.0,Burgundy,Bâtard-Montrachet,,Domaine+Leflaive+++Bâtard-Montrache,Chardonnay,Domaine Leflaive,,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
174,US,97,250.0,California,Napa Valley,Napa,Cardinale++Cabernet+Sauvignon+,Cabernet Sauvignon,Cardinale,red-savory-and-classic,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
175,US,97,82.0,California,Russian River Valley,Sonoma,Williams+Selyem++Allen+Vineyard+Pinot+Noir+,Pinot Noir,Williams Selyem,,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
176,France,97,1100.0,Bordeaux,Pessac-Léognan,,Château+La+Mission+Haut-Brion+++Pessac-Léogna,Bordeaux-style Red Blend,Château La Mission Haut-Brion,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
177,Italy,97,80.0,Piedmont,Barolo,,Giacomo+Fenocchio++Bussia++Dì++,Nebbiolo,Giacomo Fenocchio,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
178,Italy,97,98.0,Piedmont,Barolo,,Cavallotto++Vignolo+Riserva++,Nebbiolo,Cavallotto,white-dry-and-nutty,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
179,France,97,305.0,Champagne,Champagne,,Pol+Roger++Cuvée+Sir+Winston+Churchill+Brut++,Champagne Blend,Pol Roger,,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
180,ETC,97,612.0,Rheingau,,,Robert+Weil++Kiedrich+Gräfenberg+Trockenbeerenauslese+Riesling+,Riesling,Robert Weil,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
181,Italy,97,215.0,Tuscany,Bolgheri Superiore,,Tenuta+dell'Ornellaia++Ornellaia++,Red Blend,Tenuta dell'Ornellaia,white-dry-and-nutty,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
182,Italy,97,220.0,Tuscany,Bolgheri Sassicaia,,Tenuta+San+Guido++Sassicaia++,Red Blend,Tenuta San Guido,red-light-and-perfumed,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
183,France,97,170.0,Bordeaux,Saint-Émilion,,Château+Troplong+Mondot+++Saint-Émilio,Bordeaux-style Red Blend,Château Troplong Mondot,red-savory-and-classic,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
184,US,97,250.0,California,Atlas Peak,Napa,Au+Sommet++Cabernet+Sauvignon+,Cabernet Sauvignon,Au Sommet,red-light-and-perfumed,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
185,ETC,97,245.0,Pfalz,,,Geh.+Rat+Dr.+von+Bassermann-Jordan++Deidesheimer+Hohenmorgen+Trockenbeerenauslese+-++ml+Riesling+,Riesling,Geh. Rat Dr. von Bassermann-Jordan,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
186,US,97,75.0,California,Anderson Valley,,Goldeneye++Confluence+Vineyard+Pinot+Noir+,Pinot Noir,Goldeneye,white-aromatic-and-floral,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
187,US,97,120.0,California,Howell Mountain,Napa,Arkenstone++Obsidian+Red+,Bordeaux-style Red Blend,Arkenstone,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
188,France,97,0.0,Bordeaux,Pessac-Léognan,,Château+Haut-Brion++Barrel+Sample++,Bordeaux-style Red Blend,Château Haut-Brion,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
189,ETC,97,445.0,Rheingau,,,Schloss+Johannisberger++Trockenbeerenauslese+Riesling+,Riesling,Schloss Johannisberger,white-green-and-flinty,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
190,France,97,660.0,Bordeaux,Pauillac,,Château+Latour+++Pauilla,Bordeaux-style Red Blend,Château Latour,red-rich-and-intense,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
191,ETC,97,0.0,Pfalz,,,Müller-Catoir++Breumel+in+den+Mauren+Trockenbeerenauslese+Riesling+,Riesling,Müller-Catoir,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
192,Spain,97,150.0,Northern Spain,Ribera del Duero,,Emilio+Moro++Malleolus+de+Valderramiro++,Tinto Fino,Emilio Moro,red-bold-and-structured,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
193,US,97,140.0,Washington,Washington,Washington Other,Charles+Smith++Royal+City+Syrah+,Syrah,Charles Smith,white-dry-and-nutty,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
194,US,97,150.0,California,Napa Valley,Napa,Marita's+Vineyard++Select+Private+Reserve+Cabernet+Sauvignon+,Cabernet Sauvignon,Marita's Vineyard,red-rich-and-intense,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
195,US,97,70.0,California,Russian River Valley,Sonoma,Lynmar++La+Sereinité+Chardonnay+,Chardonnay,Lynmar,white-green-and-flinty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
196,US,97,85.0,California,Atlas Peak,Napa,Black+Coyote++Reserve+Cabernet+Sauvignon+,Cabernet Sauvignon,Black Coyote,white-buttery-and-complex,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
197,France,97,410.0,Burgundy,Bienvenues Bâtard-Montrachet,,Domaine+Leflaive+++Bienvenues+Bâtard-Montrache,Chardonnay,Domaine Leflaive,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
198,Italy,97,215.0,Piedmont,Langhe,,Gaja++Conteisa+Nebbiolo+,Nebbiolo,Gaja,,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
199,US,97,75.0,California,Alexander Valley,Sonoma,Stonestreet++Black+Cougar+Ridge+Cabernet+Sauvignon+,Cabernet Sauvignon,Stonestreet,red-rich-and-intense,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
200,Italy,97,82.0,Piedmont,Barolo,,Elvio+Cogno++Ravera+,Nebbiolo,Elvio Cogno,red-light-and-perfumed,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
201,US,97,59.0,California,Russian River Valley,Sonoma,Williams+Selyem++Bucher+Vineyard+Pinot+Noir+,Pinot Noir,Williams Selyem,red-rich-and-intense,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
