Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,,,,,
walmart,1,2020-09-11,s,texas,houston,msf,31,272,843,329,out,,,,,
westgear,0,2020-11-13,w,california,sanfrancisco,msf,36,272,979,382,out,,,,,
kohls,3,2021-04-26,w,california,losangeles,maf,37,272,1006,292,out,,,,,
kohls,3,2021-05-19,w,california,losangeles,msf,40,272,1088,500,out,,,,,
sportsdirect,1,2021-09-21,s,texas,dallas,wa,47,272,1278,729,out,,,,,
sportsdirect,1,2021-04-15,s,tennessee,knoxville,msf,29,272,789,394,out,,,,,
sportsdirect,1,2021-04-20,s,tennessee,knoxville,wa,38,272,1034,641,out,,,,,
walmart,0,2021-06-17,se,florida,orlando,msf,50,272,1360,435,out,,,,,
walmart,0,2021-08-17,se,florida,orlando,maf,60,272,1632,441,out,,,,,
westgear,2,2021-01-12,se,florida,orlando,msf,30,272,816,416,out,,,,,
footlocker,0,2021-07-23,se,virginia,richmond,msf,60,272,1632,604,out,,,,,
footlocker,0,2021-08-24,se,virginia,richmond,msf,67,272,1822,729,out,,,,,
westgear,0,2021-12-16,s,louisiana,neworleans,msf,46,272,1251,576,out,,,,,
westgear,0,2020-11-03,s,texas,houston,wsf,33,271,894,376,out,,,,,
westgear,0,2020-12-25,w,california,sanfrancisco,msf,40,271,1084,412,out,,,,,
westgear,0,2021-02-14,w,california,sanfrancisco,waf,40,271,1084,325,out,,,,,
sportsdirect,1,2021-04-08,s,tennessee,knoxville,wa,31,271,840,496,out,,,,,
sportsdirect,1,2021-04-22,s,tennessee,knoxville,maf,44,271,1192,608,out,,,,,
westgear,1,2021-07-06,w,idaho,boise,maf,40,271,1084,466,out,,,,,
walmart,1,2021-07-19,s,arkansas,littlerock,msf,39,271,1057,444,out,,,,,
footlocker,2,2020-03-05,ne,newyork,newyork,maf,54,270,1458,598,on,,,,,
walmart,2,2020-04-17,ne,newyork,newyork,ma,54,270,1458,656,on,,,,,
walmart,2,2020-04-20,ne,newyork,newyork,maf,50,270,1350,594,on,,,,,
kohls,3,2021-04-19,w,california,losangeles,msf,44,270,1188,653,on,,,,,
sportsdirect,2,2020-09-29,se,florida,miami,msf,56,270,1512,907,on,,,,,
westgear,0,2021-07-16,s,louisiana,neworleans,msf,86,270,2322,1231,on,,,,,
footlocker,2,2021-07-05,se,southcarolina,charleston,maf,58,270,1566,767,on,,,,,
footlocker,2,2020-03-13,ne,newyork,newyork,waf,35,270,945,350,out,,,,,
walmart,2,2020-04-30,ne,newyork,newyork,waf,41,270,1107,410,out,,,,,
sportsdirect,1,2020-07-19,ne,newyork,newyork,msf,20,270,540,211,out,,,,,
sportsdirect,1,2020-07-20,ne,newyork,newyork,maf,26,270,702,260,out,,,,,
walmart,1,2020-09-04,s,texas,houston,wa,39,270,1053,569,out,,,,,
walmart,1,2020-10-20,s,texas,houston,msf,34,270,918,349,out,,,,,
westgear,0,2020-12-31,w,california,sanfrancisco,msf,44,270,1188,523,out,,,,,
walmart,2,2020-04-21,ne,newyork,newyork,wsf,47,268,1260,592,on,,,,,
walmart,1,2020-08-12,s,texas,houston,msf,29,268,777,373,on,,,,,
walmart,1,2020-08-30,s,texas,houston,msf,37,268,992,486,on,,,,,
westgear,0,2021-01-25,w,california,sanfrancisco,maf,56,268,1501,420,on,,,,,
footlocker,2,2020-08-18,se,florida,miami,msf,41,268,1099,659,on,,,,,
sportsdirect,1,2021-09-14,s,alabama,birmingham,wsf,51,268,1367,820,on,,,,,
footlocker,2,2020-03-11,ne,newyork,newyork,maf,53,267,1415,594,on,,,,,
footlocker,2,2021-03-05,se,southcarolina,charleston,msf,33,265,875,507,on,,,,,
walmart,1,2020-08-20,s,texas,houston,wsf,27,264,713,285,out,,,,,
walmart,1,2020-09-05,s,texas,houston,msf,33,264,871,366,out,,,,,
westgear,0,2020-11-01,s,texas,houston,msf,30,264,792,309,out,,,,,
westgear,0,2021-01-14,w,california,sanfrancisco,wsf,46,264,1214,486,out,,,,,
westgear,0,2021-01-17,w,california,sanfrancisco,wa,56,264,1478,281,out,,,,,
westgear,0,2021-01-29,w,california,sanfrancisco,wa,51,264,1346,202,out,,,,,
kohls,3,2021-03-19,w,california,losangeles,msf,24,264,634,279,out,,,,,
kohls,3,2021-04-24,w,california,losangeles,wa,48,264,1267,279,out,,,,,
kohls,3,2021-05-02,w,california,losangeles,maf,41,264,1082,336,out,,,,,
kohls,3,2021-05-08,w,california,losangeles,maf,39,264,1030,278,out,,,,,
kohls,3,2021-05-14,w,california,losangeles,maf,43,264,1135,341,out,,,,,
kohls,3,2021-05-20,w,california,losangeles,maf,42,264,1109,333,out,,,,,
sportsdirect,1,2021-09-09,s,texas,dallas,wa,34,264,898,467,out,,,,,
sportsdirect,1,2021-09-17,s,texas,dallas,maf,34,264,898,377,out,,,,,
sportsdirect,1,2021-04-16,s,tennessee,knoxville,maf,30,264,792,396,out,,,,,
sportsdirect,1,2021-05-16,s,tennessee,knoxville,maf,37,264,977,479,out,,,,,
sportsdirect,1,2021-09-07,s,alabama,birmingham,maf,37,264,977,537,out,,,,,
westgear,1,2021-07-06,w,idaho,boise,msf,35,264,924,425,out,,,,,
footlocker,1,2021-07-06,w,idaho,boise,wa,51,264,1346,794,out,,,,,
footlocker,2,2021-01-09,se,georgia,atlanta,wsf,24,264,634,203,out,,,,,
walmart,2,2020-05-02,ne,newyork,newyork,wa,66,263,1736,642,on,,,,,
westgear,0,2021-02-05,w,california,sanfrancisco,msf,52,263,1368,602,on,,,,,
sportsdirect,1,2021-09-15,s,texas,dallas,wa,53,263,1394,878,on,,,,,
sportsdirect,1,2021-04-17,s,tennessee,knoxville,wsf,36,263,947,568,on,,,,,
westgear,2,2021-06-10,ne,newyork,albany,msf,59,263,1552,869,on,,,,,
sportsdirect,2,2021-08-16,mw,michigan,detroit,msf,55,263,1447,926,on,,,,,
sportsdirect,2,2021-02-04,se,southcarolina,charleston,msf,34,263,894,447,on,,,,,
sportsdirect,2,2021-04-03,se,northcarolina,charlotte,msf,27,263,710,383,on,,,,,
sportsdirect,2,2021-07-02,se,northcarolina,charlotte,wa,64,263,1683,1060,on,,,,,
sportsdirect,1,2020-08-01,s,texas,houston,maf,30,263,789,308,out,,,,,
walmart,1,2020-08-21,s,texas,houston,waf,26,263,684,328,out,,,,,
westgear,0,2021-01-13,w,california,sanfrancisco,maf,49,263,1289,309,out,,,,,
westgear,0,2021-01-22,w,california,sanfrancisco,ma,59,263,1552,884,out,,,,,
westgear,0,2021-02-05,w,california,sanfrancisco,msf,39,263,1026,359,out,,,,,
sportsdirect,1,2021-08-30,s,alabama,birmingham,wa,36,263,947,625,out,,,,,
walmart,0,2021-07-16,se,florida,orlando,maf,74,263,1946,545,out,,,,,
westgear,1,2021-06-04,w,idaho,boise,maf,35,263,921,377,out,,,,,
footlocker,2,2021-06-18,s,mississippi,jackson,msf,31,263,815,359,out,,,,,
footlocker,2,2020-01-08,ne,newyork,newyork,maf,46,261,1201,528,on,,,,,
footlocker,2,2020-02-08,ne,newyork,newyork,wsf,46,261,1201,564,on,,,,,
footlocker,2,2020-03-07,ne,newyork,newyork,waf,47,261,1227,552,on,,,,,
walmart,2,2020-05-07,ne,newyork,newyork,ma,60,261,1566,673,on,,,,,
walmart,1,2020-10-31,s,texas,houston,wa,53,261,1383,858,on,,,,,
walmart,0,2021-07-16,se,florida,orlando,msf,83,261,2166,953,on,,,,,
westgear,2,2021-05-08,ne,newyork,albany,msf,50,261,1305,783,on,,,,,
footlocker,2,2020-01-02,ne,newyork,newyork,maf,47,260,1222,513,on,,,,,
footlocker,2,2020-01-06,ne,newyork,newyork,wa,46,260,1196,443,on,,,,,
footlocker,2,2020-01-26,ne,newyork,newyork,maf,48,259,1243,535,on,,,,,
footlocker,2,2020-02-07,ne,newyork,newyork,maf,50,259,1295,518,on,,,,,
walmart,1,2020-08-13,s,texas,houston,maf,38,259,984,453,on,,,,,
walmart,1,2020-08-31,s,texas,houston,maf,41,259,1062,478,on,,,,,
westgear,0,2021-01-19,w,california,sanfrancisco,maf,66,259,1709,513,on,,,,,
westgear,2,2020-09-10,se,florida,miami,wa,63,259,1632,1061,on,,,,,
walmart,2,2020-04-29,ne,newyork,newyork,wsf,52,258,1342,644,on,,,,,
footlocker,2,2020-03-18,ne,newyork,newyork,wsf,45,257,1157,532,on,,,,,
footlocker,2,2020-04-24,se,florida,miami,msf,42,256,1075,624,on,,,,,
footlocker,2,2021-01-09,se,georgia,atlanta,msf,39,256,998,579,on,,,,,
westgear,0,2021-01-07,w,california,sanfrancisco,maf,50,256,1280,384,out,,,,,
westgear,0,2021-02-10,w,california,sanfrancisco,wa,56,256,1434,215,out,,,,,
westgear,0,2021-02-13,w,california,sanfrancisco,wsf,44,256,1126,372,out,,,,,
westgear,0,2021-02-16,w,california,sanfrancisco,wa,50,256,1280,218,out,,,,,
kohls,3,2021-05-13,w,california,losangeles,msf,36,256,922,433,out,,,,,
sportsdirect,1,2021-09-10,s,texas,dallas,msf,30,256,768,284,out,,,,,
sportsdirect,1,2021-09-16,s,texas,dallas,msf,34,256,870,366,out,,,,,
sportsdirect,1,2021-09-23,s,texas,dallas,maf,43,256,1101,506,out,,,,,
sportsdirect,1,2021-10-21,s,texas,dallas,wa,54,256,1382,829,out,,,,,
sportsdirect,1,2021-04-09,s,tennessee,knoxville,msf,28,256,717,337,out,,,,,
sportsdirect,1,2021-09-06,s,alabama,birmingham,msf,31,256,794,421,out,,,,,
walmart,0,2021-12-16,se,florida,orlando,maf,55,256,1408,436,out,,,,,
sportsdirect,2,2021-02-17,se,virginia,richmond,msf,26,256,666,366,out,,,,,
westgear,0,2021-08-24,w,oregon,portland,msf,69,256,1766,654,out,,,,,
westgear,0,2021-08-24,w,oregon,portland,maf,62,256,1587,667,out,,,,,
westgear,0,2021-06-17,s,louisiana,neworleans,msf,47,256,1203,566,out,,,,,
westgear,0,2021-08-17,s,louisiana,neworleans,maf,57,256,1459,642,out,,,,,
footlocker,2,2021-01-09,se,georgia,atlanta,maf,30,256,768,307,out,,,,,
walmart,2,2021-08-17,s,mississippi,jackson,msf,41,256,1050,472,out,,,,,
sportsdirect,2,2021-12-16,s,mississippi,jackson,msf,48,256,1229,578,out,,,,,
sportsdirect,1,2020-07-26,s,texas,houston,maf,33,255,842,379,on,,,,,
walmart,1,2020-09-05,s,texas,houston,msf,44,255,1122,539,on,,,,,
walmart,1,2020-10-28,s,texas,houston,wsf,47,255,1199,587,on,,,,,
sportsdirect,1,2021-09-21,s,texas,dallas,wa,54,255,1377,923,on,,,,,
footlocker,2,2020-09-24,se,florida,miami,maf,46,255,1173,528,on,,,,,
westgear,2,2021-01-12,se,florida,orlando,msf,41,255,1046,575,on,,,,,
kohls,2,2021-08-11,w,wyoming,cheyenne,msf,47,255,1199,767,on,,,,,
footlocker,0,2021-07-23,se,virginia,richmond,msf,79,255,2015,1007,on,,,,,
sportsdirect,2,2021-12-15,mw,michigan,detroit,msf,55,255,1403,856,on,,,,,
westgear,0,2021-07-23,w,oregon,portland,msf,79,255,2015,967,on,,,,,
westgear,0,2021-08-17,s,louisiana,neworleans,msf,86,255,2193,1118,on,,,,,
sportsdirect,1,2020-07-25,s,texas,houston,msf,20,255,510,209,out,,,,,
walmart,1,2020-09-06,s,texas,houston,maf,32,255,816,302,out,,,,,
walmart,1,2020-09-13,s,texas,houston,wsf,39,255,995,368,out,,,,,
westgear,0,2021-01-21,w,california,sanfrancisco,waf,52,255,1326,451,out,,,,,
walmart,0,2021-08-17,se,florida,orlando,msf,68,255,1734,624,out,,,,,
westgear,0,2021-08-17,s,louisiana,neworleans,msf,73,255,1862,875,out,,,,,
footlocker,1,2021-08-08,w,idaho,boise,maf,37,255,944,406,out,,,,,
walmart,2,2020-05-01,ne,newyork,newyork,ma,64,254,1626,683,on,,,,,
sportsdirect,1,2020-07-31,s,texas,houston,msf,29,254,737,331,on,,,,,
sportsdirect,1,2021-09-18,s,texas,dallas,wsf,44,254,1118,615,on,,,,,
sportsdirect,2,2020-05-24,se,florida,miami,maf,51,254,1295,609,on,,,,,
sportsdirect,1,2021-09-08,s,alabama,birmingham,wsf,41,254,1041,656,on,,,,,
westgear,0,2020-12-27,w,california,sanfrancisco,wsf,46,254,1168,456,out,,,,,
westgear,0,2021-01-23,w,california,sanfrancisco,wa,60,254,1524,335,out,,,,,
sportsdirect,1,2021-09-30,s,texas,dallas,wsf,47,254,1194,537,out,,,,,
footlocker,2,2020-02-02,ne,newyork,newyork,wsf,39,252,983,491,on,,,,,
footlocker,2,2020-03-08,ne,newyork,newyork,ma,55,252,1386,624,on,,,,,
walmart,2,2020-04-22,ne,newyork,newyork,waf,47,252,1184,545,on,,,,,
walmart,2,2020-04-23,ne,newyork,newyork,ma,58,252,1462,585,on,,,,,
walmart,2,2020-04-30,ne,newyork,newyork,waf,50,252,1260,617,on,,,,,
westgear,0,2020-12-31,w,california,sanfrancisco,msf,56,252,1411,706,on,,,,,
kohls,3,2021-05-01,w,california,losangeles,msf,47,252,1184,616,on,,,,,
westgear,2,2020-09-18,se,florida,miami,maf,55,252,1386,624,on,,,,,
westgear,2,2021-03-08,ne,newyork,albany,msf,44,252,1109,654,on,,,,,
amazon,2,2021-07-09,mw,ohio,columbus,msf,63,252,1588,826,on,,,,,
footlocker,2,2020-10-18,se,florida,miami,maf,35,250,8750,2625,in,,,,,
footlocker,2,2020-10-19,se,florida,miami,wsf,25,250,6250,1875,in,,,,,
footlocker,2,2020-10-22,mw,minnesota,minneapolis,wa,35,250,8750,3938,in,,,,,
amazon,2,2021-10-14,s,alabama,birmingham,wsf,30,250,7500,3000,out,,,,,
footlocker,2,2021-02-18,mw,missouri,st.louis,waf,25,250,6250,2500,in,,,,,
footlocker,2,2021-10-18,mw,missouri,st.louis,wsf,25,250,6250,2188,in,,,,,
westgear,2,2021-03-10,w,utah,saltlakecity,waf,25,250,6250,2500,in,,,,,
westgear,2,2021-04-11,w,utah,saltlakecity,waf,20,250,5000,2000,in,,,,,
amazon,2,2021-02-22,mw,ohio,columbus,wsf,30,250,7500,3000,on,,,,,
amazon,2,2021-03-21,se,kentucky,louisville,wsf,35,250,8750,3500,on,,,,,
walmart,1,2021-02-21,s,arkansas,littlerock,waf,20,250,5000,2000,on,,,,,
walmart,1,2021-03-19,s,arkansas,littlerock,ma,35,250,8750,3063,on,,,,,
westgear,1,2021-02-21,s,oklahoma,oklahomacity,ma,35,250,8750,3063,on,,,,,
westgear,1,2021-03-19,s,oklahoma,oklahomacity,maf,20,250,5000,1750,on,,,,,
westgear,1,2021-09-19,s,oklahoma,oklahomacity,waf,15,250,3750,1500,on,,,,,
westgear,1,2021-09-19,s,oklahoma,oklahomacity,ma,25,250,6250,2188,on,,,,,
kohls,1,2021-01-16,s,oklahoma,oklahomacity,ma,35,250,8750,3063,on,,,,,
kohls,1,2021-02-14,s,oklahoma,oklahomacity,maf,25,250,6250,2188,on,,,,,
kohls,1,2021-03-12,mw,kansas,wichita,wsf,10,250,2500,875,on,,,,,
kohls,1,2021-03-12,mw,kansas,wichita,wa,25,250,6250,2188,on,,,,,
kohls,1,2021-05-12,mw,kansas,wichita,wsf,35,250,8750,3063,on,,,,,
kohls,1,2021-09-12,mw,kansas,wichita,wsf,15,250,3750,1313,on,,,,,
sportsdirect,2,2021-06-09,mw,northdakota,fargo,maf,35,250,8750,2625,in,,,,,
footlocker,2,2021-01-06,mw,northdakota,fargo,maf,30,250,7500,2625,in,,,,,
footlocker,2,2021-01-06,mw,northdakota,fargo,wsf,20,250,5000,1500,in,,,,,
footlocker,2,2021-01-06,mw,northdakota,fargo,wa,30,250,7500,3000,in,,,,,
footlocker,2,2021-02-06,mw,iowa,desmoines,wa,15,250,3750,1500,in,,,,,
footlocker,2,2021-03-05,mw,iowa,desmoines,wa,20,250,5000,2000,in,,,,,
footlocker,2,2021-10-06,mw,iowa,desmoines,maf,35,250,8750,3063,in,,,,,
westgear,2,2021-01-03,mw,iowa,desmoines,maf,30,250,7500,2625,in,,,,,
westgear,2,2021-01-03,mw,iowa,desmoines,wsf,20,250,5000,1500,in,,,,,
westgear,2,2021-01-03,mw,iowa,desmoines,wa,30,250,7500,3000,in,,,,,
westgear,2,2021-02-03,mw,wisconsin,milwaukee,wa,15,250,3750,1500,in,,,,,
westgear,2,2021-09-04,mw,wisconsin,milwaukee,maf,30,250,7500,2625,in,,,,,
westgear,2,2021-02-10,mw,wisconsin,milwaukee,wsf,25,250,6250,2188,in,,,,,
westgear,2,2021-10-10,mw,indiana,indianapolis,maf,35,250,8750,3500,in,,,,,
westgear,2,2021-04-17,ne,westvirginia,charleston,maf,30,250,7500,3000,in,,,,,
westgear,2,2021-04-17,ne,westvirginia,charleston,wsf,20,250,5000,2000,in,,,,,
westgear,2,2021-09-18,ne,westvirginia,charleston,wsf,25,250,6250,2500,in,,,,,
kohls,2,2021-04-07,ne,newjersey,newark,wa,35,250,8750,3500,in,,,,,
sportsdirect,2,2021-02-05,ne,newjersey,newark,wsf,30,250,7500,2250,in,,,,,
sportsdirect,2,2021-03-03,ne,connecticut,hartford,wsf,30,250,7500,2250,in,,,,,
sportsdirect,2,2021-01-17,ne,rhodeisland,providence,wsf,30,250,7500,1875,in,,,,,
sportsdirect,2,2021-02-15,ne,massachusetts,boston,waf,35,250,8750,2188,in,,,,,
footlocker,2,2020-01-03,ne,newyork,newyork,wsf,36,250,900,414,on,,,,,
walmart,1,2020-08-23,s,texas,houston,wa,47,250,1175,752,on,,,,,
westgear,2,2021-08-09,ne,newyork,albany,msf,62,250,1550,868,on,,,,,
footlocker,1,2021-08-08,w,idaho,boise,wsf,46,250,1150,610,on,,,,,
footlocker,2,2021-06-07,se,southcarolina,charleston,wa,65,250,1625,1040,on,,,,,
sportsdirect,2,2021-09-02,se,northcarolina,charlotte,msf,53,250,1325,689,on,,,,,
westgear,0,2021-01-07,w,california,sanfrancisco,maf,63,248,1562,578,on,,,,,
westgear,0,2021-01-14,w,california,sanfrancisco,wsf,62,248,1538,707,on,,,,,
westgear,2,2020-04-24,se,florida,miami,wa,64,248,1587,1016,on,,,,,
sportsdirect,2,2020-05-24,se,florida,miami,wsf,52,248,1290,477,on,,,,,
westgear,2,2021-04-09,ne,newyork,albany,msf,42,248,1042,583,on,,,,,
westgear,0,2021-06-17,s,louisiana,neworleans,msf,58,248,1438,734,on,,,,,
footlocker,2,2021-01-09,se,georgia,atlanta,wsf,29,248,719,280,on,,,,,
footlocker,2,2021-07-05,se,southcarolina,charleston,wsf,51,248,1265,455,on,,,,,
footlocker,2,2020-01-22,ne,newyork,newyork,waf,32,248,794,302,out,,,,,
walmart,1,2020-09-12,s,texas,houston,maf,29,248,719,280,out,,,,,
westgear,0,2020-11-02,s,texas,houston,maf,33,248,818,188,out,,,,,
westgear,0,2021-01-20,w,california,sanfrancisco,wsf,51,248,1265,493,out,,,,,
westgear,0,2021-01-26,w,california,sanfrancisco,wsf,39,248,967,329,out,,,,,
kohls,3,2021-04-07,w,california,losangeles,msf,31,248,769,354,out,,,,,
sportsdirect,1,2021-09-05,s,texas,dallas,maf,22,248,546,229,out,,,,,
sportsdirect,1,2021-09-22,s,texas,dallas,msf,34,248,843,363,out,,,,,
sportsdirect,1,2021-10-17,s,texas,dallas,maf,39,248,967,406,out,,,,,
sportsdirect,1,2021-05-15,s,tennessee,knoxville,msf,39,248,967,464,out,,,,,
sportsdirect,1,2021-10-07,s,alabama,birmingham,maf,40,248,992,526,out,,,,,
walmart,0,2021-06-17,se,florida,orlando,wa,74,248,1835,863,out,,,,,
footlocker,0,2021-12-23,se,virginia,richmond,msf,49,248,1215,486,out,,,,,
westgear,2,2021-07-10,w,utah,saltlakecity,msf,28,248,694,299,out,,,,,
westgear,2,2021-08-11,w,utah,saltlakecity,msf,27,248,670,315,out,,,,,
westgear,0,2021-06-17,s,louisiana,neworleans,wa,80,248,1984,813,out,,,,,
westgear,0,2021-07-16,s,louisiana,neworleans,maf,67,248,1662,764,out,,,,,
westgear,0,2021-12-16,s,louisiana,neworleans,maf,52,248,1290,567,out,,,,,
westgear,1,2021-06-04,w,idaho,boise,wa,39,248,967,532,out,,,,,
kohls,0,2021-07-25,w,newmexico,albuquerque,msf,41,248,1017,397,out,,,,,
footlocker,2,2021-02-07,se,georgia,atlanta,wsf,21,248,521,156,out,,,,,
footlocker,2,2020-01-04,ne,newyork,newyork,waf,41,247,1013,466,on,,,,,
footlocker,2,2020-01-27,ne,newyork,newyork,wsf,39,247,963,472,on,,,,,
footlocker,2,2020-03-12,ne,newyork,newyork,wsf,46,247,1136,511,on,,,,,
walmart,1,2020-10-25,s,texas,houston,wa,51,247,1260,781,on,,,,,
kohls,3,2021-05-08,w,california,losangeles,maf,50,247,1235,457,on,,,,,
footlocker,2,2020-08-11,se,florida,miami,wa,41,247,1013,628,on,,,,,
westgear,2,2021-07-08,ne,newyork,albany,msf,59,247,1457,802,on,,,,,
kohls,2,2021-06-12,w,wyoming,cheyenne,msf,46,247,1136,716,on,,,,,
westgear,0,2020-11-09,w,california,sanfrancisco,wsf,40,247,988,405,out,,,,,
westgear,0,2021-01-15,w,california,sanfrancisco,waf,46,247,1136,409,out,,,,,
westgear,0,2021-01-27,w,california,sanfrancisco,waf,39,247,963,260,out,,,,,
westgear,0,2021-02-07,w,california,sanfrancisco,wsf,40,247,988,336,out,,,,,
sportsdirect,1,2021-04-03,s,tennessee,knoxville,msf,12,247,296,133,out,,,,,
westgear,1,2021-05-05,w,idaho,boise,maf,22,247,543,223,out,,,,,
footlocker,2,2021-01-09,se,georgia,atlanta,ma,35,247,865,337,out,,,,,
footlocker,2,2021-02-07,se,georgia,atlanta,maf,27,247,667,253,out,,,,,
kohls,2,2021-03-10,w,wyoming,cheyenne,msf,38,246,935,561,on,,,,,
kohls,2,2021-05-10,w,wyoming,cheyenne,msf,45,246,1107,720,on,,,,,
sportsdirect,2,2021-05-02,se,northcarolina,charlotte,msf,41,246,1009,555,on,,,,,
kohls,1,2021-11-20,s,oklahoma,oklahomacity,wsf,25,245,6125,2450,on,,,,,
westgear,2,2021-11-03,mw,wisconsin,milwaukee,wsf,35,245,8575,2573,in,,,,,
footlocker,2,2020-02-10,ne,newyork,newyork,ma,59,245,1446,650,on,,,,,
westgear,0,2021-01-13,w,california,sanfrancisco,maf,59,245,1446,491,on,,,,,
sportsdirect,1,2021-09-05,s,alabama,birmingham,wa,50,245,1225,882,on,,,,,
westgear,2,2021-12-08,ne,newyork,albany,msf,59,245,1446,838,on,,,,,
sportsdirect,2,2021-10-04,se,northcarolina,charlotte,msf,42,245,1029,556,on,,,,,
walmart,1,2020-08-15,s,texas,houston,waf,31,245,760,387,out,,,,,
westgear,0,2020-12-24,w,california,sanfrancisco,wa,41,245,1005,201,out,,,,,
westgear,0,2020-12-30,w,california,sanfrancisco,wa,62,245,1519,289,out,,,,,
westgear,0,2021-02-15,w,california,sanfrancisco,ma,43,245,1054,548,out,,,,,
westgear,0,2020-02-01,w,nevada,lasvegas,msf,47,245,1152,576,out,,,,,
westgear,2,2020-09-16,se,florida,miami,wa,67,244,1635,1063,on,,,,,
sportsdirect,2,2020-10-05,se,florida,miami,msf,56,244,1366,793,on,,,,,
footlocker,2,2021-07-05,se,southcarolina,charleston,wa,66,244,1610,1047,on,,,,,
footlocker,2,2021-10-07,se,southcarolina,charleston,msf,50,244,1220,732,on,,,,,
sportsdirect,2,2021-12-02,se,northcarolina,charlotte,msf,64,244,1562,796,on,,,,,
footlocker,2,2020-01-23,ne,newyork,newyork,ma,58,243,1409,606,on,,,,,
footlocker,2,2020-03-13,ne,newyork,newyork,waf,46,243,1118,514,on,,,,,
walmart,1,2020-10-21,s,texas,houston,maf,43,243,1045,512,on,,,,,
kohls,3,2021-05-26,w,california,losangeles,maf,50,243,1215,462,on,,,,,
footlocker,2,2021-08-06,se,southcarolina,charleston,maf,54,243,1312,643,on,,,,,
footlocker,2,2020-03-31,ne,newyork,newyork,waf,47,241,1133,532,on,,,,,
westgear,0,2021-01-24,w,california,sanfrancisco,msf,51,241,1229,516,on,,,,,
westgear,1,2021-07-06,w,idaho,boise,wsf,46,241,1109,610,on,,,,,
walmart,1,2020-09-11,s,texas,houston,msf,44,240,1056,528,on,,,,,
kohls,3,2021-04-07,w,california,losangeles,msf,43,240,1032,516,on,,,,,
footlocker,2,2020-08-14,se,florida,miami,wsf,32,240,768,292,on,,,,,
sportsdirect,1,2021-05-16,s,tennessee,knoxville,maf,51,240,1224,673,on,,,,,
sportsdirect,1,2021-09-11,s,alabama,birmingham,wa,56,240,1344,1075,on,,,,,
footlocker,0,2021-08-24,se,virginia,richmond,msf,83,240,1992,896,on,,,,,
westgear,0,2021-12-16,s,louisiana,neworleans,msf,69,240,1656,861,on,,,,,
footlocker,2,2021-07-05,se,southcarolina,charleston,ma,64,240,1536,691,on,,,,,
footlocker,2,2020-01-28,ne,newyork,newyork,waf,31,240,744,298,out,,,,,
walmart,1,2020-08-14,s,texas,houston,wsf,23,240,552,204,out,,,,,
westgear,0,2021-01-16,w,california,sanfrancisco,ma,44,240,1056,591,out,,,,,
kohls,3,2021-03-13,w,california,losangeles,msf,28,240,672,309,out,,,,,
kohls,3,2021-04-13,w,california,losangeles,msf,32,240,768,361,out,,,,,
kohls,3,2021-04-27,w,california,losangeles,wsf,33,240,792,364,out,,,,,
sportsdirect,1,2021-09-27,s,texas,dallas,wa,43,240,1032,619,out,,,,,
sportsdirect,1,2021-04-04,s,tennessee,knoxville,maf,20,240,480,211,out,,,,,
sportsdirect,1,2021-04-10,s,tennessee,knoxville,maf,32,240,768,361,out,,,,,
sportsdirect,1,2021-10-06,s,alabama,birmingham,msf,46,240,1104,618,out,,,,,
footlocker,0,2021-08-24,se,virginia,richmond,maf,53,240,1272,534,out,,,,,
westgear,0,2021-06-24,w,oregon,portland,msf,43,240,1032,392,out,,,,,
westgear,1,2021-05-05,w,idaho,boise,wa,33,240,792,436,out,,,,,
footlocker,1,2021-12-04,w,idaho,boise,msf,40,240,960,432,out,,,,,
footlocker,1,2021-12-04,w,idaho,boise,maf,41,240,984,453,out,,,,,
footlocker,2,2020-02-03,ne,newyork,newyork,waf,41,239,980,480,on,,,,,
westgear,0,2020-07-01,w,washington,seattle,msf,73,239,1745,698,on,,,,,
westgear,0,2021-08-17,s,louisiana,neworleans,maf,77,239,1840,939,on,,,,,
footlocker,2,2021-01-09,se,georgia,atlanta,wa,37,239,884,531,on,,,,,
westgear,0,2020-11-08,w,california,sanfrancisco,maf,36,239,860,215,out,,,,,
sportsdirect,1,2021-10-18,s,texas,dallas,wsf,46,239,1099,484,out,,,,,
sportsdirect,1,2021-08-08,w,idaho,boise,wa,44,239,1052,641,out,,,,,
footlocker,2,2020-01-30,ne,newyork,newyork,wa,45,238,1071,375,on,,,,,
footlocker,2,2020-02-05,ne,newyork,newyork,wa,49,238,1166,431,on,,,,,
walmart,1,2020-08-18,s,texas,houston,msf,39,238,928,436,on,,,,,
walmart,1,2020-08-19,s,texas,houston,maf,42,238,1000,450,on,,,,,
walmart,1,2020-08-24,s,texas,houston,msf,37,238,881,396,on,,,,,
walmart,1,2020-08-25,s,texas,houston,maf,42,238,1000,460,on,,,,,
walmart,1,2020-10-26,s,texas,houston,msf,41,238,976,468,on,,,,,
