number,country,points,price,province,region_1,region_2,title,variety,winery,LightBold,SmoothTannin,DrySweet,SoftAcidic
171,US,97,130.0,California,Napa Valley,Napa,Caymus++Special+Selection+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Caymus,50,50,50,50
172,France,97,550.0,Burgundy,Chevalier-Montrachet,,Domaine+Leflaive+++Chevalier-Montrachet,Chardonnay,Domaine Leflaive,50,50,50,50
173,France,97,430.0,Burgundy,Bâtard-Montrachet,,Domaine+Leflaive+++Bâtard-Montrachet,Chardonnay,Domaine Leflaive,50,50,50,50
174,US,97,250.0,California,Napa Valley,Napa,Cardinale++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Cardinale,50,50,50,50
175,US,97,82.0,California,Russian River Valley,Sonoma,Williams+Selyem++Allen+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Williams Selyem,50,50,50,50
176,France,97,1100.0,Bordeaux,Pessac-Léognan,,Château+La+Mission+Haut-Brion+++Pessac-Léognan,Bordeaux-style Red Blend,Château La Mission Haut-Brion,50,50,50,50
177,Italy,97,80.0,Piedmont,Barolo,,Giacomo+Fenocchio++Bussia++Dì++Barolo,Nebbiolo,Giacomo Fenocchio,50,50,50,50
178,Italy,97,98.0,Piedmont,Barolo,,Cavallotto++Vignolo+Riserva++Barolo,Nebbiolo,Cavallotto,50,50,50,50
179,France,97,305.0,Champagne,Champagne,,Pol+Roger++Cuvée+Sir+Winston+Churchill+Brut++Champagne,Champagne Blend,Pol Roger,50,50,50,50
180,Germany,97,612.0,Rheingau,,,Robert+Weil++Kiedrich+Gräfenberg+Trockenbeerenauslese+Riesling+Rheingau,Riesling,Robert Weil,50,50,50,50
181,Italy,97,215.0,Tuscany,Bolgheri Superiore,,Tenuta+dell'Ornellaia++Ornellaia++Bolgheri+Superiore,Red Blend,Tenuta dell'Ornellaia,50,50,50,50
182,Italy,97,220.0,Tuscany,Bolgheri Sassicaia,,Tenuta+San+Guido++Sassicaia++Bolgheri+Sassicaia,Red Blend,Tenuta San Guido,50,50,50,50
183,France,97,170.0,Bordeaux,Saint-Émilion,,Château+Troplong+Mondot+++Saint-Émilion,Bordeaux-style Red Blend,Château Troplong Mondot,50,50,50,50
184,US,97,250.0,California,Atlas Peak,Napa,Au+Sommet++Cabernet+Sauvignon+Atlas+Peak,Cabernet Sauvignon,Au Sommet,50,50,50,50
185,Germany,97,245.0,Pfalz,,,Geh.+Rat+Dr.+von+Bassermann-Jordan++Deidesheimer+Hohenmorgen+Trockenbeerenauslese+-++ml+Riesling+Pfalz,Riesling,Geh. Rat Dr. von Bassermann-Jordan,50,50,50,50
186,US,97,75.0,California,Anderson Valley,,Goldeneye++Confluence+Vineyard+Pinot+Noir+Anderson+Valley,Pinot Noir,Goldeneye,50,50,50,50
187,US,97,120.0,California,Howell Mountain,Napa,Arkenstone++Obsidian+Red+Howell+Mountain,Bordeaux-style Red Blend,Arkenstone,50,50,50,50
188,France,97,,Bordeaux,Pessac-Léognan,,Château+Haut-Brion++Barrel+Sample++Pessac-Léognan,Bordeaux-style Red Blend,Château Haut-Brion,50,50,50,50
189,Germany,97,445.0,Rheingau,,,Schloss+Johannisberger++Trockenbeerenauslese+Riesling+Rheingau,Riesling,Schloss Johannisberger,50,50,50,50
190,France,97,660.0,Bordeaux,Pauillac,,Château+Latour+++Pauillac,Bordeaux-style Red Blend,Château Latour,50,50,50,50
191,Germany,97,,Pfalz,,,Müller-Catoir++Breumel+in+den+Mauren+Trockenbeerenauslese+Riesling+Pfalz,Riesling,Müller-Catoir,50,50,50,50
192,Spain,97,150.0,Northern Spain,Ribera del Duero,,Emilio+Moro++Malleolus+de+Valderramiro++Ribera+del+Duero,Tinto Fino,Emilio Moro,50,50,50,50
193,US,97,140.0,Washington,Washington,Washington Other,Charles+Smith++Royal+City+Syrah+Washington,Syrah,Charles Smith,50,50,50,50
194,US,97,150.0,California,Napa Valley,Napa,Marita's+Vineyard++Select+Private+Reserve+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Marita's Vineyard,50,50,50,50
195,US,97,70.0,California,Russian River Valley,Sonoma,Lynmar++La+Sereinité+Chardonnay+Russian+River+Valley,Chardonnay,Lynmar,50,50,50,50
196,US,97,85.0,California,Atlas Peak,Napa,Black+Coyote++Reserve+Cabernet+Sauvignon+Atlas+Peak,Cabernet Sauvignon,Black Coyote,50,50,50,50
197,France,97,410.0,Burgundy,Bienvenues Bâtard-Montrachet,,Domaine+Leflaive+++Bienvenues+Bâtard-Montrachet,Chardonnay,Domaine Leflaive,50,50,50,50
198,Italy,97,215.0,Piedmont,Langhe,,Gaja++Conteisa+Nebbiolo+Langhe,Nebbiolo,Gaja,50,50,50,50
199,US,97,75.0,California,Alexander Valley,Sonoma,Stonestreet++Black+Cougar+Ridge+Cabernet+Sauvignon+Alexander+Valley,Cabernet Sauvignon,Stonestreet,50,50,50,50
200,Italy,97,82.0,Piedmont,Barolo,,Elvio+Cogno++Ravera++Barolo,Nebbiolo,Elvio Cogno,50,50,50,50
201,US,97,59.0,California,Russian River Valley,Sonoma,Williams+Selyem++Bucher+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Williams Selyem,50,50,50,50
202,Italy,97,550.0,Tuscany,Toscana,,Masseto++Merlot+Toscana,Merlot,Masseto,50,50,50,50
203,US,97,135.0,California,Napa Valley,Napa,Janzen++Beckstoffer+To+Kalon+Vineyard+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Janzen,50,50,50,50
204,US,97,50.0,California,Green Valley,Sonoma,Dutton-Goldfield++Dutton+Ranch+Rued+Vineyard+Chardonnay+Green+Valley,Chardonnay,Dutton-Goldfield,50,50,50,50
205,France,97,,Bordeaux,Pomerol,,Château+Pétrus++Barrel+Sample++Pomerol,Bordeaux-style Red Blend,Château Pétrus,50,50,50,50
206,US,97,60.0,California,Russian River Valley,Sonoma,Rochioli++South+River+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Rochioli,50,50,50,50
207,US,97,115.0,Washington,Walla Walla Valley (WA),Columbia Valley,Horsepower++Sur+Echalas+Vineyard+Grenache+Walla+Walla+Valley+WA,Grenache,Horsepower,50,50,50,50
208,Italy,97,130.0,Tuscany,Toscana,,Le+Macchiole++Paleo+Rosso+Cabernet+Franc+Toscana,Cabernet Franc,Le Macchiole,50,50,50,50
209,Italy,97,240.0,Tuscany,Bolgheri Superiore,,Ornellaia+++Bolgheri+Superiore,Red Blend,Ornellaia,50,50,50,50
210,Italy,97,227.0,Tuscany,Bolgheri Sassicaia,,Tenuta+San+Guido++Sassicaia++Bolgheri+Sassicaia,Red Blend,Tenuta San Guido,50,50,50,50
211,France,97,249.0,Champagne,Champagne,,Louis+Roederer++Cristal+Brut++Champagne,Champagne Blend,Louis Roederer,50,50,50,50
212,US,97,100.0,California,Santa Cruz Mountains,Central Coast,Kathryn+Kennedy++Estate+Cabernet+Sauvignon+Santa+Cruz+Mountains,Cabernet Sauvignon,Kathryn Kennedy,50,50,50,50
213,Austria,97,95.0,Burgenland,,,Kracher++Grande+Cuvée+Trockenbeerenauslese+Nummer++Nouvelle+Vague+White+Burgenland,White Blend,Kracher,50,50,50,50
214,US,97,55.0,Washington,Columbia Valley (WA),Columbia Valley,Betz+Family++Père+de+Famille+Cabernet+Sauvignon+Columbia+Valley+WA,Cabernet Sauvignon,Betz Family,50,50,50,50
215,Italy,97,152.0,Tuscany,Brunello di Montalcino,,Il+Paradiso+di+Manfredi++Riserva++Brunello+di+Montalcino,Sangiovese,Il Paradiso di Manfredi,50,50,50,50
216,US,97,85.0,California,Sonoma Coast,Sonoma,Cobb++Diane+Cobb+Coastlands+Vineyard+Pinot+Noir+Sonoma+Coast,Pinot Noir,Cobb,50,50,50,50
217,Italy,97,80.0,Tuscany,Brunello di Montalcino,,Casanova+di+Neri++Tenuta+Nuova++Brunello+di+Montalcino,Sangiovese Grosso,Casanova di Neri,50,50,50,50
218,France,97,,Bordeaux,Pauillac,,Château+Lafite+Rothschild+++Pauillac,Bordeaux-style Red Blend,Château Lafite Rothschild,50,50,50,50
219,US,97,78.0,California,Russian River Valley,Sonoma,Williams+Selyem++Allen+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Williams Selyem,50,50,50,50
220,US,97,190.0,California,Napa Valley,Napa,Gandona++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Gandona,50,50,50,50
221,Spain,97,88.0,Levante,Alicante,,Bodegas+Gutiérrez+de+la+Vega++Casta+Diva+Fondillón+Sweet+Monastrell+Alicante,Monastrell,Bodegas Gutiérrez de la Vega,50,50,50,50
222,US,97,195.0,California,Napa Valley,Napa,Ovid++Red+Napa+Valley,Bordeaux-style Red Blend,Ovid,50,50,50,50
223,France,97,95.0,Burgundy,Corton-Pougets,,Louis+Jadot+++Corton-Pougets,Pinot Noir,Louis Jadot,50,50,50,50
224,Germany,97,486.0,Rheingau,,,Schloss+Johannisberger++Trockenbeerenauslese+Goldlack+Riesling+Rheingau,Riesling,Schloss Johannisberger,50,50,50,50
225,Italy,97,150.0,Piedmont,Barolo,,Cavallotto++Vignolo+Riserva++Barolo,Nebbiolo,Cavallotto,50,50,50,50
226,Australia,97,225.0,South Australia,Barossa,,Torbreck++RunRig+Shiraz-Viognier+Barossa,Shiraz-Viognier,Torbreck,50,50,50,50
227,Australia,97,100.0,Victoria,Rutherglen,,Chambers+Rosewood+Vineyards+NV+Grand+Muscat+Rutherglen,Muscat,Chambers Rosewood Vineyards,50,50,50,50
228,Germany,97,775.0,Rheingau,,,Robert+Weil++Kiedrich+Gräfenberg+Trockenbeerenauslese+Riesling+Rheingau,Riesling,Robert Weil,50,50,50,50
229,Portugal,97,100.0,Douro,,,Quinta+do+Vale+Meão++Red+Douro,Portuguese Red,Quinta do Vale Meão,50,50,50,50
230,Spain,97,227.0,Northern Spain,Toro,,Teso+La+Monja++Alabaster++Toro,Tinta de Toro,Teso La Monja,50,50,50,50
231,Portugal,97,40.0,Port,,,Taylor+Fladgate+NV++Anniversary++Port,Port,Taylor Fladgate,50,50,50,50
232,Italy,97,75.0,Piedmont,Barolo,,Germano+Ettore++Prapò++Barolo,Nebbiolo,Germano Ettore,50,50,50,50
233,US,97,140.0,California,Napa Valley,Napa,Continuum++Red+Napa+Valley,Bordeaux-style Red Blend,Continuum,50,50,50,50
234,France,97,650.0,Burgundy,Montrachet,,Louis+Latour+++Montrachet,Chardonnay,Louis Latour,50,50,50,50
235,Italy,97,96.0,Piedmont,Barolo,,Brovia++Brea+Vigna+Cà+Mia++Barolo,Nebbiolo,Brovia,50,50,50,50
236,France,97,350.0,Champagne,Champagne,,Salon++Le+Mesnil+Blanc+de+Blancs+Chardonnay+Champagne,Chardonnay,Salon,50,50,50,50
237,US,97,125.0,California,Knights Valley,Sonoma,Kendall-Jackson++Highland+Estates+Trace+Ridge+Red+Knights+Valley,Bordeaux-style Red Blend,Kendall-Jackson,50,50,50,50
238,France,97,,Bordeaux,Pessac-Léognan,,Domaine+de+Chevalier+++Pessac-Léognan,Bordeaux-style White Blend,Domaine de Chevalier,50,50,50,50
239,US,97,70.0,California,Arroyo Grande Valley,Central Coast,Talley++Rosemary's+Vineyard+Pinot+Noir+Arroyo+Grande+Valley,Pinot Noir,Talley,50,50,50,50
240,US,97,65.0,Oregon,Willamette Valley,,Ken+Wright++Abbott+Claim+Vineyard+Pinot+Noir,Pinot Noir,Ken Wright,50,50,50,50
241,Spain,97,250.0,Northern Spain,Rioja,,Bodegas+Roda++Cirsion++Rioja,Tempranillo,Bodegas Roda,50,50,50,50
242,US,97,225.0,California,Stags Leap District,Napa,Shafer++Hillside+Select+Cabernet+Sauvignon+Stags+Leap+District,Cabernet Sauvignon,Shafer,50,50,50,50
243,US,97,195.0,California,Napa Valley,Napa,Stag's+Leap+Wine+Cellars++Cask++Estate+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Stag's Leap Wine Cellars,50,50,50,50
244,Italy,97,190.0,Tuscany,Bolgheri Sassicaia,,Tenuta+San+Guido++Sassicaia++Bolgheri+Sassicaia,Red Blend,Tenuta San Guido,50,50,50,50
245,Italy,97,100.0,Tuscany,Toscana,,Fattoria+Petrolo++Galatrona+Merlot+Toscana,Merlot,Fattoria Petrolo,50,50,50,50
246,Germany,97,440.0,Mosel,,,S.A.+Prüm++Wehlener+Sonnenuhr+Trockenbeerenauslese+Erste+Lage+Riesling+Mosel,Riesling,S.A. Prüm,50,50,50,50
247,US,97,65.0,California,Russian River Valley,Sonoma,Ramey++Ritchie+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Ramey,50,50,50,50
248,Austria,97,103.0,Burgenland,,,Kracher++Zwischen+den+Seen+Nummer++Trockenbeerenauslese+Scheurebe+Burgenland,Scheurebe,Kracher,50,50,50,50
249,US,97,147.0,California,Green Valley,Sonoma,Iron+Horse+NV+Joy!+Sparkling+Green+Valley,Sparkling Blend,Iron Horse,50,50,50,50
250,Italy,97,81.0,Tuscany,Toscana,,Castello+Banfi++Excelsus+Red+Toscana,Red Blend,Castello Banfi,50,50,50,50
251,Italy,97,134.0,Tuscany,Toscana,,Fattoria+Petrolo++Galatrona+Merlot+Toscana,Merlot,Fattoria Petrolo,50,50,50,50
252,US,97,100.0,California,Santa Maria Valley,Central Coast,Qupé++Bien+Nacido+Vineyard+th+Anniversary+X-Block+The+Good+Nacido+Syrah+Santa+Maria+Valley,Syrah,Qupé,50,50,50,50
253,Italy,97,100.0,Piedmont,Barolo,,Mascarello+Giuseppe+e+Figlio++Villero++Barolo,Nebbiolo,Mascarello Giuseppe e Figlio,50,50,50,50
254,Argentina,97,120.0,Mendoza Province,Mendoza,,Bodega+Catena+Zapata++Nicasia+Vineyard+Malbec+Mendoza,Malbec,Bodega Catena Zapata,50,50,50,50
255,France,97,886.0,Burgundy,Montrachet,,Olivier+Leflaive+++Montrachet,Chardonnay,Olivier Leflaive,50,50,50,50
256,US,97,70.0,California,Napa Valley,Napa,Krutz++Stagecoach+Vineyard+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Krutz,50,50,50,50
257,France,97,,Bordeaux,Pauillac,,Château+Lafite+Rothschild++Barrel+sample++Pauillac,Bordeaux-style Red Blend,Château Lafite Rothschild,50,50,50,50
258,France,97,100.0,Alsace,Alsace,,Trimbach++Schlossberg+Grand+Cru+Riesling+Alsace,Riesling,Trimbach,50,50,50,50
259,France,97,120.0,Alsace,Alsace,,Domaine+Zind-Humbrecht++Clos+Saint+Urbain+Rangen+de+Thann+Grand+Cru+Riesling+Alsace,Riesling,Domaine Zind-Humbrecht,50,50,50,50
260,US,97,90.0,California,Sonoma Valley,Sonoma,Donelan++Richards+Family+Vineyard+Syrah+Sonoma+Valley,Syrah,Donelan,50,50,50,50
261,France,97,69.0,Loire Valley,Vouvray,,Domaine+Huët++Clos+du+Bourg+Première+Trie+Moelleux++Vouvray,Chenin Blanc,Domaine Huët,50,50,50,50
262,France,97,69.0,Loire Valley,Vouvray,,Domaine+Huët++Le+Mont+Première+Trie+Moelleux++Vouvray,Chenin Blanc,Domaine Huët,50,50,50,50
263,France,97,450.0,Champagne,Champagne,,Moët+&+Chandon+NV+MC+III+Brut++Champagne,Champagne Blend,Moët & Chandon,50,50,50,50
264,France,97,,Bordeaux,Saint-Émilion,,Vieux+Château+Certan+++Saint-Émilion,Bordeaux-style Red Blend,Vieux Château Certan,50,50,50,50
265,France,97,110.0,Bordeaux,Saint-Estèphe,,Château+Calon+Ségur+++Saint-Estèphe,Bordeaux-style Red Blend,Château Calon Ségur,50,50,50,50
266,France,97,,Bordeaux,Pessac-Léognan,,Château+La+Mission+Haut-Brion+++Pessac-Léognan,Bordeaux-style Red Blend,Château La Mission Haut-Brion,50,50,50,50
267,France,97,,Bordeaux,Margaux,,Château+Palmer+++Margaux,Bordeaux-style Red Blend,Château Palmer,50,50,50,50
268,France,97,,Bordeaux,Pauillac,,Château+Pontet-Canet++Barrel+Sample++Pauillac,Bordeaux-style Red Blend,Château Pontet-Canet,50,50,50,50
269,Portugal,97,250.0,Douro,,,Casa+Ferreirinha++Reserva+Especial+Red+Douro,Portuguese Red,Casa Ferreirinha,50,50,50,50
270,France,97,66.0,Alsace,Alsace,,Domaine+Ostertag++Muenchberg+Grand+Cru+Riesling+Alsace,Riesling,Domaine Ostertag,50,50,50,50
271,US,97,115.0,California,Fort Ross-Seaview,Sonoma,Wayfarer++Golden+Mean+Pinot+Noir+Fort+Ross-Seaview,Pinot Noir,Wayfarer,50,50,50,50
272,US,97,50.0,California,Russian River Valley,Sonoma,Limerick+Lane++Rocky+Knoll+Zinfandel+Russian+River+Valley,Zinfandel,Limerick Lane,50,50,50,50
273,Italy,97,60.0,Sicily & Sardinia,Terre Siciliane,,Passopisciaro++Contrada+R+Nerello+Mascalese+Terre+Siciliane,Nerello Mascalese,Passopisciaro,50,50,50,50
274,US,97,200.0,California,Napa Valley,Napa,Viader++Red+Napa+Valley,Bordeaux-style Red Blend,Viader,50,50,50,50
275,US,97,90.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse++Armada+Vineyard+Syrah+Walla+Walla+Valley+WA,Syrah,Cayuse,50,50,50,50
276,France,97,285.0,Bordeaux,Saint-Émilion,,Château+Angélus+++Saint-Émilion,Bordeaux-style Red Blend,Château Angélus,50,50,50,50
277,US,97,65.0,California,St. Helena,Napa,Redmon++Cabernet+Sauvignon+St.+Helena,Cabernet Sauvignon,Redmon,50,50,50,50
278,US,97,100.0,California,Napa Valley,Napa,Hestan++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Hestan,50,50,50,50
279,US,97,50.0,California,Oak Knoll District,Napa,Trefethen++Estate+Cabernet+Sauvignon+Oak+Knoll+District,Cabernet Sauvignon,Trefethen,50,50,50,50
280,France,97,,Bordeaux,Pauillac,,Château+Pontet-Canet++Barrel+Sample++Pauillac,Bordeaux-style Red Blend,Château Pontet-Canet,50,50,50,50
281,US,97,85.0,California,Russian River Valley,Sonoma,Semper++Gold+Ridge+Pinot+Noir+Russian+River+Valley,Pinot Noir,Semper,50,50,50,50
282,Germany,97,250.0,Mosel-Saar-Ruwer,,,Dr.+Pauly+Bergweiler++Bernkasteler+Badstube+Trockenbeerenauslese+Riesling+Mosel-Saar-Ruwer,Riesling,Dr. Pauly Bergweiler,50,50,50,50
283,US,97,625.0,California,Napa Valley,Napa,Yao+Ming++Family+Reserve+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Yao Ming,50,50,50,50
284,Portugal,97,95.0,Port,,,Niepoort++Vintage++Port,Port,Niepoort,50,50,50,50
285,US,97,68.0,Washington,Columbia Valley (WA),Columbia Valley,Betz+Family++Père+de+Famille+Cabernet+Sauvignon+Columbia+Valley+WA,Cabernet Sauvignon,Betz Family,50,50,50,50
286,Italy,97,325.0,Tuscany,Toscana,,Marchesi+Antinori++Solaia+Red+Toscana,Red Blend,Marchesi Antinori,50,50,50,50
287,US,97,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse++Cailloux+Vineyard+Syrah+Walla+Walla+Valley+WA,Syrah,Cayuse,50,50,50,50
288,US,97,165.0,California,Napa Valley,Napa,Merryvale++Profile+Red+Napa+Valley,Bordeaux-style Red Blend,Merryvale,50,50,50,50
289,US,97,125.0,Washington,Walla Walla Valley (WA),Columbia Valley,Leonetti+Cellar++Reserve+Red+Wine+Red+Walla+Walla+Valley+WA,Red Blend,Leonetti Cellar,50,50,50,50
290,US,97,80.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++The+Widowmaker+Cabernet+Sauvignon+Walla+Walla+Valley+OR,Cabernet Sauvignon,Cayuse,50,50,50,50
291,France,97,450.0,Bordeaux,Pauillac,,Château+Lafite+Rothschild+++Pauillac,Bordeaux-style Red Blend,Château Lafite Rothschild,50,50,50,50
292,US,97,60.0,California,Sonoma Coast,Sonoma,Failla++Occidental+Ridge+Vineyard+Pinot+Noir+Sonoma+Coast,Pinot Noir,Failla,50,50,50,50
293,US,97,70.0,Washington,Wahluke Slope,Columbia Valley,K+Vintners++The+Hidden+Syrah+Wahluke+Slope,Syrah,K Vintners,50,50,50,50
294,France,97,698.0,Bordeaux,Pessac-Léognan,,Château+La+Mission+Haut-Brion+++Pessac-Léognan,Bordeaux-style White Blend,Château La Mission Haut-Brion,50,50,50,50
295,US,97,90.0,California,Russian River Valley,Sonoma,Arista++Two+Birds+Estate+Grown+Pinot+Noir+Russian+River+Valley,Pinot Noir,Arista,50,50,50,50
296,France,97,468.0,Burgundy,Chambertin Clos de Bèze,,Louis+Jadot+++Chambertin+Clos+de+Bèze,Pinot Noir,Louis Jadot,50,50,50,50
297,Italy,97,125.0,Tuscany,Brunello di Montalcino,,Altesino++Montosoli++Brunello+di+Montalcino,Sangiovese,Altesino,50,50,50,50
298,France,97,288.0,Burgundy,Chapelle-Chambertin,,Louis+Jadot+++Chapelle-Chambertin,Pinot Noir,Louis Jadot,50,50,50,50
299,France,97,639.0,Burgundy,Grands-Echezeaux,,Joseph+Drouhin+++Grands-Echezeaux,Pinot Noir,Joseph Drouhin,50,50,50,50
300,France,97,150.0,Bordeaux,Saint-Julien,,Château+Léoville+Las+Cases+++Saint-Julien,Bordeaux-style Red Blend,Château Léoville Las Cases,50,50,50,50
301,US,97,52.0,California,Russian River Valley,Sonoma,Joseph+Swan+Vineyards++Trenton+Estate+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Joseph Swan Vineyards,50,50,50,50
302,US,97,85.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++Armada+Vineyard+Syrah+Walla+Walla+Valley+OR,Syrah,Cayuse,50,50,50,50
303,US,97,50.0,California,Russian River Valley,Sonoma,Williams+Selyem++Allen+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Williams Selyem,50,50,50,50
304,France,97,184.0,Burgundy,Corton-Charlemagne,,Louis+Jadot+++Corton-Charlemagne,Chardonnay,Louis Jadot,50,50,50,50
305,US,97,35.0,California,El Dorado,Sierra Foothills,Donkey+&+Goat++Fenaughty+Vineyard+Syrah+El+Dorado,Syrah,Donkey & Goat,50,50,50,50
306,France,97,286.0,Burgundy,Clos de la Roche,,Louis+Jadot+++Clos+de+la+Roche,Pinot Noir,Louis Jadot,50,50,50,50
307,US,97,150.0,California,Oakville,Napa,Vine+Cliff+++Rows+Cabernet+Sauvignon+Oakville,Cabernet Sauvignon,Vine Cliff,50,50,50,50
308,Italy,97,460.0,Tuscany,Toscana,,Tenuta+dell'Ornellaia++Masseto+Merlot+Toscana,Merlot,Tenuta dell'Ornellaia,50,50,50,50
309,US,97,58.0,California,Santa Lucia Highlands,Central Coast,Roar++Garys'+Vineyard+Pinot+Noir+Santa+Lucia+Highlands,Pinot Noir,Roar,50,50,50,50
310,France,97,2000.0,Bordeaux,Pomerol,,Château+Pétrus+++Pomerol,Bordeaux-style Red Blend,Château Pétrus,50,50,50,50
311,US,97,54.0,California,Anderson Valley,,Arista++Ferrington+Vineyard+Pinot+Noir+Anderson+Valley,Pinot Noir,Arista,50,50,50,50
312,France,97,800.0,Bordeaux,Sauternes,,Château+d'Yquem+++Sauternes,Bordeaux-style White Blend,Château d'Yquem,50,50,50,50
313,Portugal,97,116.0,Port,,,Fonseca++Vintage++Port,Port,Fonseca,50,50,50,50
314,Portugal,97,200.0,Port,,,W.+&+J.+Graham's++Stone+Terraces+Vintage++Port,Port,W. & J. Graham's,50,50,50,50
315,Portugal,97,90.0,Port,,,Ferreira++Vintage++Port,Port,Ferreira,50,50,50,50
316,Portugal,97,116.0,Port,,,Taylor+Fladgate++Vintage++Port,Port,Taylor Fladgate,50,50,50,50
317,US,97,125.0,California,Anderson Valley,,Williams+Selyem++th+Anniversary+Cuvée+Burt+Williams'+Morning+Dew+Ranch+Pinot+Noir+Anderson+Valley,Pinot Noir,Williams Selyem,50,50,50,50
318,Portugal,97,95.0,Port,,,Cockburn's++Vintage++Port,Port,Cockburn's,50,50,50,50
319,US,97,70.0,California,Russian River Valley,Sonoma,Lynmar++Hawk+Hill+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Lynmar,50,50,50,50
320,France,97,,Bordeaux,Pauillac,,Château+Mouton+Rothschild++Barrel+Sample++Pauillac,Bordeaux-style Red Blend,Château Mouton Rothschild,50,50,50,50
321,France,97,69.0,Burgundy,Chablis,,Domaine+Jean-Paul+et+Benoît+Droin++Les+Clos+Grand+Cru++Chablis,Chardonnay,Domaine Jean-Paul et Benoît Droin,50,50,50,50
322,US,97,175.0,California,Oakville,Napa,Macauley++Beckstoffer+To+Kalon+Vineyard+Cabernet+Sauvignon+Oakville,Cabernet Sauvignon,Macauley,50,50,50,50
323,Austria,97,125.0,Burgenland,,,Kracher++Zwischen+den+Seen+Nummer++Trockenbeerenauslese+Scheurebe+Burgenland,Scheurebe,Kracher,50,50,50,50
324,US,97,70.0,California,Sonoma Coast,Sonoma,Flowers++Moon+Select+Chardonnay+Sonoma+Coast,Chardonnay,Flowers,50,50,50,50
325,France,97,50.0,Alsace,Alsace,,René+Muré++Clos+Saint+Landelin+Vorbourg+Grand+Cru+Riesling+Alsace,Riesling,René Muré,50,50,50,50
326,US,97,100.0,California,Carneros,Napa-Sonoma,Donum++West+Slope+Estate+Pinot+Noir+Carneros,Pinot Noir,Donum,50,50,50,50
327,US,97,450.0,California,Sonoma County,Sonoma,Verité++Le+Desir+Red+Sonoma+County,Bordeaux-style Red Blend,Verité,50,50,50,50
328,US,97,450.0,California,Sonoma County,Sonoma,Verité++Le+Desir+Red+Sonoma+County,Bordeaux-style Red Blend,Verité,50,50,50,50
329,US,97,90.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++Widowmaker+En+Chamberlin+Vineyard+Cabernet+Sauvignon+Walla+Walla+Valley+OR,Cabernet Sauvignon,Cayuse,50,50,50,50
330,US,97,70.0,California,Sonoma Coast,Sonoma,Failla++Hirsch+Vineyard+Pinot+Noir+Sonoma+Coast,Pinot Noir,Failla,50,50,50,50
331,France,97,95.0,Burgundy,Chablis,,Domaine+Pinson++Cuvée+Authentique+Les+Clos+Grand+Cru++Chablis,Chardonnay,Domaine Pinson,50,50,50,50
332,US,97,150.0,California,Fort Ross-Seaview,Sonoma,Wayfarer++The+Traveler+Pinot+Noir+Fort+Ross-Seaview,Pinot Noir,Wayfarer,50,50,50,50
333,Italy,97,325.0,Tuscany,Toscana,,Marchesi+Antinori++Solaia+Red+Toscana,Red Blend,Marchesi Antinori,50,50,50,50
334,US,97,75.0,California,California,California Other,Sanguis++Six+White+Horses+Syrah+California,Syrah,Sanguis,50,50,50,50
